regions,tech,growthrate_seed,growthrate_seed_units,growthrate_seed_notes
TO,PUBBDGHSPOldSHPLT1000WSTDELC_23,37.86993124,,
TO,PUBBDGMUNOldSHFUR___STDELC_23,30.07688265,,
TO,PUBBDGHSPOldWHWTK___HIGELC_23,2.972723954,,
TO,PUBBDGMUNNewSHFUR___STDPRO_23,35.78790057,,
TO,PUBBDGMUNNewSHFUR___ESRPRO_23,35.78790057,,
TO,PUBBDGSBDNewSHHEP___HIGELC_23,24.46612533,,
TO,PUBBDGMUNNewSHFUR___HIGPRO_23,35.78790057,,
TO,PUBBDGMUNNewSCCE___HIGELC_23,12.74153611,,
TO,PUBBDGSBDNewSHHEP___STDNGA_23,24.46612533,,
TO,PUBBDGPSIOldWHWTK___HIGELC_23,3.505430664,,
TO,PUBBDGHSPOldLIHAL100WSTDELC_23,312.562558,,
TO,PUBBDGHSPOldLILED___ESRELC_23,583.7534842,,
TO,PUBBDGHSPOldSHFUR___STDELC_23,37.86993124,,
TO,PUBBDGMUNNewSHHEP___ESRELC_23,35.78790057,,
TO,PUBBDGSBDOldSHPLT1000WSTDELC_23,48.29111526,,
TO,PUBBDGPSIOldSHPLT1500WSTDELC_23,66.99475596,,
TO,PUBBDGMUNNewSHHEP___STDELC_23,35.78790057,,
TO,PUBBDGSBDOldLILED___ESRELC_23,653.6732842,,
TO,PUBBDGSBDOldLIHAL100WSTDELC_23,350.0001273,,
TO,PUBBDGSBDOldWHSYS___STDBMA_23,0.379028978,,
TO,PUBBDGMUNOldSHPLT500WSTDELC_23,30.07688265,,
TO,PUBBDGMUNOldSCWD___STDELC_23,10.92888256,,
TO,PUBBDGMUNOldLIINC100WSTDELC_23,210.0407887,,
TO,PUBBDGMUNNewSHHEP___HIGELC_23,35.78790057,,
TO,PUBBDGHSPOldWHSYS___STDBMA_23,0.425906091,,
TO,PUBBDGSBDOldSHFUR___STDELC_23,48.29111526,,
TO,PUBBDGMUNOldSCWD___ESRELC_23,17.12869316,,
TO,PUBBDGMUNNewSHHEP___STDNGA_23,35.78790057,,
TO,PUBBDGPSIOldSHPLT1000WSTDELC_23,66.99475596,,
TO,PUBBDGHSPOldSHPLT500WSTDELC_23,37.86993124,,
TO,PUBBDGPSIOldWHSYS___STDBMA_23,0.502227685,,
TO,PUBBDGPSIOldLILED___ESRELC_23,877.0131939,,
TO,PUBBDGPSIOldLIHAL100WSTDELC_23,469.5843275,,
TO,PUBBDGMUNOldSCWA___STDELC_23,10.92888256,,
TO,PUBBDGHSPOldSCWD___STDELC_23,14.46653892,,
TO,PUBBDGMUNOldWHHEP___ESRELC_23,0.283895642,,
TO,PUBBDGMUNOldWHSTHBCKSTDELC_23,1.0143142,,
TO,PUBBDGMUNOldSHFUR___STDKER_23,4.309154739,,
TO,PUBBDGMUNOldSHFUR___STDHFO_23,4.309154739,,
TO,PUBBDGMUNOldSHFUR___STDLFO_23,4.309154739,,
TO,PUBBDGMUNOldSHFUR___HIGHFO_23,4.309154739,,
TO,PUBBDGMUNOldSHFUR___HIGLFO_23,4.309154739,,
TO,PUBBDGMUNOldWHHEP___STDELC_23,0.283895642,,
TO,PUBBDGMUNOldSCWA___ESRELC_23,17.12869316,,
TO,PUBBDGMUNOldSCWD___HIGELC_23,10.92888256,,
TO,PUBBDGMUNOldSCWA___HIGELC_23,10.92888256,,
TO,PUBBDGHSPOldSCWD___ESRELC_23,22.6732152,,
TO,PUBBDGPSIOldSHFUR___STDELC_23,66.99475596,,
TO,PUBBDGHSPOldLIINC100WSTDELC_23,312.562558,,
TO,PUBBDGSBDOldSHPLT500WSTDELC_23,48.29111526,,
TO,PUBBDGSBDOldSCWD___STDELC_23,17.22722979,,
TO,PUBBDGMUNOldWHHEP___HIGELC_23,0.283895642,,
TO,PUBBDGHSPNewSHFURLARSTDHH2_23,14.53240958,,
TO,PUBBDGHSPNewSHFURMEDSTDHH2_23,14.53240958,,
TO,PUBBDGSBDOldLIINC100WSTDELC_23,350.0001273,,
TO,PUBBDGHSPOldSHFUR___STDKER_23,5.425675112,,
TO,PUBBDGHSPNewSHFURSMASTDHH2_23,14.53240958,,
TO,PUBBDGHSPNewSHHEP___STDGEO_23,14.53240958,,
TO,PUBBDGHSPOldSHFUR___STDHFO_23,5.425675112,,
TO,PUBBDGHSPOldSHFUR___STDLFO_23,5.425675112,,
TO,PUBBDGHSPOldSHFUR___HIGHFO_23,5.425675112,,
TO,PUBBDGHSPOldSHFUR___HIGLFO_23,5.425675112,,
TO,PUBBDGHSPOldSCWA___STDELC_23,14.46653892,,
TO,PUBBDGSBDOldSCWD___ESRELC_23,27.00000951,,
TO,PUBBDGHSPNewSHHEP___ESRGEO_23,14.53240958,,
TO,PUBBDGHSPOldSCWA___ESRELC_23,22.6732152,,
TO,PUBBDGPSIOldSCWD___STDELC_23,20.18909114,,
TO,PUBBDGHSPOldSCWD___HIGELC_23,14.46653892,,
TO,PUBBDGHSPNewSHHEP___HIGGEO_23,14.53240958,,
TO,PUBBDGHSPOldSCWA___HIGELC_23,14.46653892,,
TO,PUBBDGSBDOldSCWA___STDELC_23,17.22722979,,
TO,PUBBDGSBDOldWHSTHBCKSTDELC_23,1.610025952,,
TO,PUBBDGSBDOldWHHEP___ESRELC_23,0.450628957,,
TO,PUBBDGPSIOldSCWD___ESRELC_23,31.64209564,,
TO,PUBBDGMUNOldSCCE___STDELC_23,10.92888256,,
TO,PUBBDGPSIOldSHPLT500WSTDELC_23,66.99475596,,
TO,PUBBDGSBDOldSHFUR___STDKER_23,6.918731924,,
TO,PUBBDGSBDOldWHHEP___STDELC_23,0.450628957,,
TO,PUBBDGSBDOldSHFUR___STDHFO_23,6.918731924,,
TO,PUBBDGSBDOldSHFUR___STDLFO_23,6.918731924,,
TO,PUBBDGSBDOldSCWA___ESRELC_23,27.00000951,,
TO,PUBBDGPSINewSHFURLARSTDHH2_23,19.41511068,,
TO,PUBBDGSBDOldSHFUR___HIGHFO_23,6.918731924,,
TO,PUBBDGSBDOldSHFUR___HIGLFO_23,6.918731924,,
TO,PUBBDGSBDOldSCWD___HIGELC_23,17.22722979,,
TO,PUBBDGPSINewSHFURMEDSTDHH2_23,19.41511068,,
TO,PUBBDGPSINewSHHEP___STDGEO_23,19.41511068,,
TO,PUBBDGPSINewSHFURSMASTDHH2_23,19.41511068,,
TO,PUBBDGMUNOldSHHEP___ESRELC_23,5.123170041,,
TO,PUBBDGMUNOldSCCE___ESRELC_23,17.12869316,,
TO,PUBBDGPSIOldLIINC100WSTDELC_23,469.5843275,,
TO,PUBBDGMUNOldSHFUR___STDPRO_23,4.309154739,,
TO,PUBBDGMUNOldSHFUR___ESRPRO_23,6.01537653,,
TO,PUBBDGSBDOldSCWA___HIGELC_23,17.22722979,,
TO,PUBBDGHSPOldWHSTHBCKSTDELC_23,1.8091489,,
TO,PUBBDGHSPOldWHHEP___ESRELC_23,0.50636133,,
TO,PUBBDGPSINewSHHEP___ESRGEO_23,19.41511068,,
TO,PUBBDGMUNOldSHFUR___HIGPRO_23,4.309154739,,
TO,PUBBDGHSPOldWHHEP___STDELC_23,0.50636133,,
TO,PUBBDGPSIOldSCWA___STDELC_23,20.18909114,,
TO,PUBBDGPSINewSHHEP___HIGGEO_23,19.41511068,,
TO,PUBBDGSBDOldWHHEP___HIGELC_23,0.450628957,,
TO,PUBBDGMUNOldSHHEP___STDELC_23,5.123170041,,
TO,PUBBDGMUNOldSCCE___HIGELC_23,10.92888256,,
TO,PUBBDGPSIOldSCWA___ESRELC_23,31.64209564,,
TO,PUBBDGPSIOldSCWD___HIGELC_23,20.18909114,,
TO,PUBBDGSBDNewSHHEP___STDGEO_23,24.46612533,,
TO,PUBBDGMUNOldSHHEP___HIGELC_23,5.123170041,,
TO,PUBBDGPSIOldSCWA___HIGELC_23,20.18909114,,
TO,PUBBDGSBDNewSHFURLARSTDHH2_23,24.46612533,,
TO,PUBBDGPSIOldWHSTHBCKSTDELC_23,2.133345083,,
TO,PUBBDGPSIOldWHHEP___ESRELC_23,0.597100357,,
TO,PUBBDGSBDNewSHFURMEDSTDHH2_23,24.46612533,,
TO,PUBBDGHSPOldWHHEP___HIGELC_23,0.50636133,,
TO,PUBBDGSBDNewSHFURSMASTDHH2_23,24.46612533,,
TO,PUBBDGHSPOldSCCE___STDELC_23,14.46653892,,
TO,PUBBDGHSPOldSHHEP___ESRELC_23,6.450605251,,
TO,PUBBDGPSIOldWHHEP___STDELC_23,0.597100357,,
TO,PUBBDGMUNOldSHHEP___STDNGA_23,5.123170041,,
TO,PUBBDGHSPOldSHFUR___STDPRO_23,5.425675112,,
TO,PUBBDGSBDNewSHHEP___ESRGEO_23,24.46612533,,
TO,PUBBDGHSPOldSHFUR___ESRPRO_23,7.573986247,,
TO,PUBBDGSBDNewSHHEP___HIGGEO_23,24.46612533,,
TO,PUBBDGHSPOldSHFUR___HIGPRO_23,5.425675112,,
TO,PUBBDGHSPOldSCCE___ESRELC_23,22.6732152,,
TO,PUBBDGPSIOldSHFUR___STDKER_23,9.598427253,,
TO,PUBBDGPSIOldSHFUR___STDHFO_23,9.598427253,,
TO,PUBBDGPSIOldSHFUR___STDLFO_23,9.598427253,,
TO,PUBBDGPSIOldSHFUR___HIGHFO_23,9.598427253,,
TO,PUBBDGPSIOldSHFUR___HIGLFO_23,9.598427253,,
TO,PUBBDGHSPOldSHHEP___STDELC_23,6.450605251,,
TO,PUBBDGPSIOldWHHEP___HIGELC_23,0.597100357,,
TO,PUBBDGSBDOldSCCE___STDELC_23,17.22722979,,
TO,PUBBDGHSPOldSCCE___HIGELC_23,14.46653892,,
TO,PUBBDGHSPOldSHHEP___HIGELC_23,6.450605251,,
TO,PUBBDGSBDOldSCCE___ESRELC_23,27.00000951,,
TO,PUBBDGHSPOldSHHEP___STDNGA_23,6.450605251,,
TO,PUBBDGSBDOldSHHEP___ESRELC_23,8.225706029,,
TO,PUBBDGSBDOldSHFUR___STDPRO_23,6.918731924,,
TO,PUBBDGSBDOldSHFUR___ESRPRO_23,9.658223052,,
TO,PUBBDGSBDOldSHFUR___HIGPRO_23,6.918731924,,
TO,PUBBDGMUNNewSHHEP___STDGEO_23,35.78790057,,
TO,PUBBDGPSIOldSCCE___STDELC_23,20.18909114,,
TO,PUBBDGSBDOldSHHEP___STDELC_23,8.225706029,,
TO,PUBBDGMUNNewSHFURLARSTDHH2_23,35.78790057,,
TO,PUBBDGMUNNewSHFURMEDSTDHH2_23,35.78790057,,
TO,PUBBDGSBDOldSCCE___HIGELC_23,17.22722979,,
TO,PUBBDGMUNNewSHFURSMASTDHH2_23,35.78790057,,
TO,PUBBDGMUNNewSHHEP___ESRGEO_23,35.78790057,,
TO,PUBBDGPSIOldSCCE___ESRELC_23,31.64209564,,
TO,PUBBDGMUNNewSHHEP___HIGGEO_23,35.78790057,,
TO,PUBBDGSBDOldSHHEP___HIGELC_23,8.225706029,,
TO,PUBBDGSBDOldSHHEP___STDNGA_23,8.225706029,,
TO,PUBBDGPSIOldSCCE___HIGELC_23,20.18909114,,
TO,PUBBDGPSIOldSHHEP___ESRELC_23,11.41160574,,
TO,PUBBDGPSIOldSHFUR___STDPRO_23,9.598427253,,
TO,PUBBDGPSIOldSHFUR___ESRPRO_23,13.39895119,,
TO,PUBBDGPSIOldSHFUR___HIGPRO_23,9.598427253,,
TO,PUBBDGPSIOldSHHEP___STDELC_23,11.41160574,,
TO,PUBBDGPSIOldSHHEP___HIGELC_23,11.41160574,,
TO,PUBBDGPSIOldSHHEP___STDNGA_23,11.41160574,,
TO,PUBBDGMUNOldSHHEP___STDGEO_23,5.123170041,,
TO,PUBBDGMUNOldSHHEP___ESRGEO_23,5.123170041,,
TO,PUBBDGMUNOldSHHEP___HIGGEO_23,5.123170041,,
TO,PUBBDGMUNOldSHFURLARSTDHH2_23,4.309154739,,
TO,PUBBDGMUNOldSHFURMEDSTDHH2_23,4.309154739,,
TO,PUBBDGMUNOldSHFURSMASTDHH2_23,4.309154739,,
TO,PUBBDGHSPOldSHHEP___STDGEO_23,6.450605251,,
TO,PUBBDGHSPOldSHHEP___ESRGEO_23,6.450605251,,
TO,PUBBDGHSPOldSHHEP___HIGGEO_23,6.450605251,,
TO,PUBBDGHSPOldSHFURLARSTDHH2_23,5.425675112,,
TO,PUBBDGHSPOldSHFURMEDSTDHH2_23,5.425675112,,
TO,PUBBDGHSPOldSHFURSMASTDHH2_23,5.425675112,,
TO,PUBBDGSBDOldSHHEP___STDGEO_23,8.225706029,,
TO,PUBBDGSBDOldSHHEP___ESRGEO_23,8.225706029,,
TO,PUBBDGSBDOldSHHEP___HIGGEO_23,8.225706029,,
TO,PUBBDGSBDOldSHFURLARSTDHH2_23,6.918731924,,
TO,PUBBDGSBDOldSHFURMEDSTDHH2_23,6.918731924,,
TO,PUBBDGSBDOldSHFURSMASTDHH2_23,6.918731924,,
TO,PUBBDGPSIOldSHHEP___STDGEO_23,11.41160574,,
TO,PUBBDGPSIOldSHHEP___ESRGEO_23,11.41160574,,
TO,PUBBDGPSIOldSHHEP___HIGGEO_23,11.41160574,,
TO,PUBBDGPSIOldSHFURLARSTDHH2_23,9.598427253,,
TO,PUBBDGPSIOldSHFURMEDSTDHH2_23,9.598427253,,
TO,PUBBDGPSIOldSHFURSMASTDHH2_23,9.598427253,,
TO,PUBBDGPSIOldSCZTM___STDETHOS_23,1.06046338,,
TO,PUBBDGSBDOldSCZTM___STDETHOS_23,0.904887011,,
TO,PUBBDGHSPOldSCZTM___STDETHOS_23,0.759877433,,
TO,PUBBDGMUNOldSCZTM___STDETHOS_23,0.574056537,,
TO,PUBBDGPSINewSCZTM___STDETHOS_23,0.060708373,,
TO,PUBBDGMUNNewSCZTM___STDETHOS_23,0.147471481,,
TO,PUBBDGSBDNewSCZTM___STDETHOS_23,0.095909665,,
TO,PUBBDGHSPNewSCZTM___STDETHOS_23,0.062447125,,
