regions,tech,growthrate_max,growthrate_max_notes
TO,PUBBDGSBDOldLIINC100WSTDELC_23,1.1,
TO,PUBBDGHSPOldSHFUR___STDKER_23,1.1,
TO,PUBBDGHSPNewSHFURSMASTDHH2_23,2,
TO,PUBBDGHSPNewSHHEP___STDGEO_23,2,
TO,PUBBDGHSPOldSHFUR___STDHFO_23,1.1,
TO,PUBBDGHSPOldSHFUR___STDLFO_23,1.1,
TO,PUBBDGHSPOldSHFUR___HIGHFO_23,1.1,
TO,PUBBDGHSPOldSHFUR___HIGLFO_23,1.1,
TO,PUBBDGHSPOldSCWA___STDELC_23,1.1,
TO,PUBBDGSBDOldSCWD___ESRELC_23,1.1,
TO,PUBBDGHSPNewSHHEP___ESRGEO_23,2,
TO,PUBBDGHSPOldSCWA___ESRELC_23,1.1,
TO,PUBBDGPSIOldSCWD___STDELC_23,1.1,
TO,PUBBDGHSPOldSCWD___HIGELC_23,1.1,
TO,PUBBDGHSPNewSHHEP___HIGGEO_23,2,
TO,PUBBDGHSPOldSCWA___HIGELC_23,1.1,
TO,PUBBDGSBDOldSCWA___STDELC_23,1.1,
TO,PUBBDGSBDOldWHSTHBCKSTDELC_23,1.2,
TO,PUBBDGSBDOldWHHEP___ESRELC_23,1.5,
TO,PUBBDGPSIOldSCWD___ESRELC_23,1.1,
TO,PUBBDGMUNOldSCCE___STDELC_23,1.1,
TO,PUBBDGPSIOldSHPLT500WSTDELC_23,1.1,
TO,PUBBDGSBDOldSHFUR___STDKER_23,1.1,
TO,PUBBDGSBDOldWHHEP___STDELC_23,1.5,
TO,PUBBDGSBDOldSHFUR___STDHFO_23,1.1,
TO,PUBBDGSBDOldSHFUR___STDLFO_23,1.1,
TO,PUBBDGSBDOldSCWA___ESRELC_23,1.1,
TO,PUBBDGPSINewSHFURLARSTDHH2_23,2,
TO,PUBBDGSBDOldSHFUR___HIGHFO_23,1.1,
TO,PUBBDGSBDOldSHFUR___HIGLFO_23,1.1,
TO,PUBBDGSBDOldSCWD___HIGELC_23,1.1,
TO,PUBBDGPSINewSHFURMEDSTDHH2_23,2,
TO,PUBBDGPSINewSHHEP___STDGEO_23,2,
TO,PUBBDGPSINewSHFURSMASTDHH2_23,2,
TO,PUBBDGMUNOldSHHEP___ESRELC_23,1.5,
TO,PUBBDGMUNOldSCCE___ESRELC_23,1.1,
TO,PUBBDGPSIOldLIINC100WSTDELC_23,1.1,
TO,PUBBDGMUNOldSHFUR___STDPRO_23,1.1,
TO,PUBBDGMUNOldSHFUR___ESRPRO_23,1.1,
TO,PUBBDGSBDOldSCWA___HIGELC_23,1.1,
TO,PUBBDGHSPOldWHSTHBCKSTDELC_23,1.2,
TO,PUBBDGHSPOldWHHEP___ESRELC_23,1.5,
TO,PUBBDGPSINewSHHEP___ESRGEO_23,2,
TO,PUBBDGMUNOldSHFUR___HIGPRO_23,1.1,
TO,PUBBDGHSPOldWHHEP___STDELC_23,1.5,
TO,PUBBDGPSIOldSCWA___STDELC_23,1.1,
TO,PUBBDGPSINewSHHEP___HIGGEO_23,2,
TO,PUBBDGSBDOldWHHEP___HIGELC_23,1.5,
TO,PUBBDGMUNOldSHHEP___STDELC_23,1.5,
TO,PUBBDGMUNOldSCCE___HIGELC_23,1.1,
TO,PUBBDGPSIOldSCWA___ESRELC_23,1.1,
TO,PUBBDGPSIOldSCWD___HIGELC_23,1.1,
TO,PUBBDGSBDNewSHHEP___STDGEO_23,2,
TO,PUBBDGMUNOldSHHEP___HIGELC_23,1.5,
TO,PUBBDGPSIOldSCWA___HIGELC_23,1.1,
TO,PUBBDGSBDNewSHFURLARSTDHH2_23,2,
TO,PUBBDGPSIOldWHSTHBCKSTDELC_23,1.2,
TO,PUBBDGPSIOldWHHEP___ESRELC_23,1.5,
TO,PUBBDGSBDNewSHFURMEDSTDHH2_23,2,
TO,PUBBDGHSPOldWHHEP___HIGELC_23,1.5,
TO,PUBBDGSBDNewSHFURSMASTDHH2_23,2,
TO,PUBBDGHSPOldSCCE___STDELC_23,1.1,
TO,PUBBDGHSPOldSHHEP___ESRELC_23,1.5,
TO,PUBBDGPSIOldWHHEP___STDELC_23,1.5,
TO,PUBBDGMUNOldSHHEP___STDNGA_23,1.5,
TO,PUBBDGHSPOldSHFUR___STDPRO_23,1.1,
TO,PUBBDGSBDNewSHHEP___ESRGEO_23,2,
TO,PUBBDGHSPOldSHFUR___ESRPRO_23,1.1,
TO,PUBBDGSBDNewSHHEP___HIGGEO_23,2,
TO,PUBBDGHSPOldSHFUR___HIGPRO_23,1.1,
TO,PUBBDGHSPOldSCCE___ESRELC_23,1.1,
TO,PUBBDGPSIOldSHFUR___STDKER_23,1.1,
TO,PUBBDGPSIOldSHFUR___STDHFO_23,1.1,
TO,PUBBDGPSIOldSHFUR___STDLFO_23,1.1,
TO,PUBBDGPSIOldSHFUR___HIGHFO_23,1.1,
TO,PUBBDGPSIOldSHFUR___HIGLFO_23,1.1,
TO,PUBBDGHSPOldSHHEP___STDELC_23,1.5,
TO,PUBBDGPSIOldWHHEP___HIGELC_23,1.5,
TO,PUBBDGSBDOldSCCE___STDELC_23,1.1,
TO,PUBBDGHSPOldSCCE___HIGELC_23,1.1,
TO,PUBBDGHSPOldSHHEP___HIGELC_23,1.5,
TO,PUBBDGSBDOldSCCE___ESRELC_23,1.1,
TO,PUBBDGHSPOldSHHEP___STDNGA_23,1.5,
TO,PUBBDGSBDOldSHHEP___ESRELC_23,1.5,
TO,PUBBDGSBDOldSHFUR___STDPRO_23,1.1,
TO,PUBBDGSBDOldSHFUR___ESRPRO_23,1.1,
TO,PUBBDGSBDOldSHFUR___HIGPRO_23,1.1,
TO,PUBBDGMUNNewSHHEP___STDGEO_23,2,
TO,PUBBDGPSIOldSCCE___STDELC_23,1.1,
TO,PUBBDGSBDOldSHHEP___STDELC_23,1.5,
TO,PUBBDGMUNNewSHFURLARSTDHH2_23,2,
TO,PUBBDGMUNNewSHFURMEDSTDHH2_23,2,
TO,PUBBDGSBDOldSCCE___HIGELC_23,1.1,
TO,PUBBDGMUNNewSHFURSMASTDHH2_23,2,
TO,PUBBDGMUNNewSHHEP___ESRGEO_23,2,
TO,PUBBDGPSIOldSCCE___ESRELC_23,1.1,
TO,PUBBDGMUNNewSHHEP___HIGGEO_23,2,
TO,PUBBDGSBDOldSHHEP___HIGELC_23,1.5,
TO,PUBBDGSBDOldSHHEP___STDNGA_23,1.5,
TO,PUBBDGPSIOldSCCE___HIGELC_23,1.1,
TO,PUBBDGPSIOldSHHEP___ESRELC_23,1.5,
TO,PUBBDGPSIOldSHFUR___STDPRO_23,1.1,
TO,PUBBDGPSIOldSHFUR___ESRPRO_23,1.1,
TO,PUBBDGPSIOldSHFUR___HIGPRO_23,1.1,
TO,PUBBDGPSIOldSHHEP___STDELC_23,1.5,
TO,PUBBDGPSIOldSHHEP___HIGELC_23,1.5,
TO,PUBBDGPSIOldSHHEP___STDNGA_23,1.5,
TO,PUBBDGMUNOldSHHEP___STDGEO_23,1.5,
TO,PUBBDGMUNOldSHHEP___ESRGEO_23,1.5,
TO,PUBBDGMUNOldSHHEP___HIGGEO_23,1.5,
TO,PUBBDGMUNOldSHFURLARSTDHH2_23,1.1,
TO,PUBBDGMUNOldSHFURMEDSTDHH2_23,1.1,
TO,PUBBDGMUNOldSHFURSMASTDHH2_23,1.1,
TO,PUBBDGHSPOldSHHEP___STDGEO_23,1.5,
TO,PUBBDGHSPOldSHHEP___ESRGEO_23,1.5,
TO,PUBBDGHSPOldSHHEP___HIGGEO_23,1.5,
TO,PUBBDGHSPOldSHFURLARSTDHH2_23,1.1,
TO,PUBBDGHSPOldSHFURMEDSTDHH2_23,1.1,
TO,PUBBDGHSPOldSHFURSMASTDHH2_23,1.1,
TO,PUBBDGSBDOldSHHEP___STDGEO_23,1.5,
TO,PUBBDGSBDOldSHHEP___ESRGEO_23,1.5,
TO,PUBBDGSBDOldSHHEP___HIGGEO_23,1.5,
TO,PUBBDGSBDOldSHFURLARSTDHH2_23,1.1,
TO,PUBBDGSBDOldSHFURMEDSTDHH2_23,1.1,
TO,PUBBDGSBDOldSHFURSMASTDHH2_23,1.1,
TO,PUBBDGPSIOldSHHEP___STDGEO_23,1.5,
TO,PUBBDGPSIOldSHHEP___ESRGEO_23,1.5,
TO,PUBBDGPSIOldSHHEP___HIGGEO_23,1.5,
TO,PUBBDGPSIOldSHFURLARSTDHH2_23,1.1,
TO,PUBBDGPSIOldSHFURMEDSTDHH2_23,1.1,
TO,PUBBDGPSIOldSHFURSMASTDHH2_23,1.1,
TO,PUBBDGPSIOldSCZTM___STDETHOS_23,0,
TO,PUBBDGSBDOldSCZTM___STDETHOS_23,0,
TO,PUBBDGHSPOldSCZTM___STDETHOS_23,0,
TO,PUBBDGMUNOldSCZTM___STDETHOS_23,0,
TO,PUBBDGPSINewSCZTM___STDETHOS_23,0,
TO,PUBBDGMUNNewSCZTM___STDETHOS_23,0,
TO,PUBBDGSBDNewSCZTM___STDETHOS_23,0,
TO,PUBBDGHSPNewSCZTM___STDETHOS_23,0,
