regions,tech,c2a,c2a_notes
TO,PUBBDGHSPNewSHFUR___STDELC_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewSHPLT500WSTDELC_23,31.536,PublicBuildingHospitalNewSpace HeatingPlinthe500WStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewSHPLT1000WSTDELC_23,31.536,PublicBuildingHospitalNewSpace HeatingPlinthe1000WStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewSHPLT1500WSTDELC_23,31.536,PublicBuildingHospitalNewSpace HeatingPlinthe1500WStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewSHFUR___HIGHFO_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceHigh EfficiencyHeavy Fuel Oil2023
TO,PUBBDGHSPNewSHFUR___STDHFO_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2023
TO,PUBBDGHSPNewSHFURSMASTDHH2_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceSmallStandard EfficiencyHydrogen2023
TO,PUBBDGHSPNewSHFURMEDSTDHH2_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceMediumStandard EfficiencyHydrogen2023
TO,PUBBDGHSPNewSHFURLARSTDHH2_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceLargeStandard EfficiencyHydrogen2023
TO,PUBBDGHSPNewSHFUR___STDKER_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceStandard EfficiencyKerosene2023
TO,PUBBDGHSPNewSHFUR___HIGLFO_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceHigh EfficiencyLight Fuel Oil2023
TO,PUBBDGHSPNewSHFUR___STDLFO_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,PUBBDGHSPNewSHFUR___HIGPRO_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,PUBBDGHSPNewSHFUR___ESRPRO_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceEnergy StarPropane2023
TO,PUBBDGHSPNewSHFUR___STDPRO_23,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,PUBBDGHSPNewSHZTM___STDETHOS_23,31.536,PublicBuildingHospitalNewSpace HeatingZero Thermal MeasureStandard2023
TO,PUBBDGHSPNewSHZTM___MEDETHOS_23,31.536,PublicBuildingHospitalNewSpace HeatingZero Thermal MeasureMedium2023
TO,PUBBDGHSPNewSHZTM___HIGETHOS_23,31.536,PublicBuildingHospitalNewSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,PUBBDGHSPNewWHSYS___STDBMA_23,31.536,PublicBuildingHospitalNewWater HeatingSystemStandard EfficiencyBiomass2023
TO,PUBBDGHSPNewWHHEP___HIGELC_23,31.536,PublicBuildingHospitalNewWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,PUBBDGHSPNewWHHEP___ESRELC_23,31.536,PublicBuildingHospitalNewWater HeatingHeat PumpEnergy StarElectricity2023
TO,PUBBDGHSPNewWHHEP___STDELC_23,31.536,PublicBuildingHospitalNewWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewWHWTK___HIGELC_23,31.536,PublicBuildingHospitalNewWater HeatingWith TankHigh EfficiencyElectricity2023
TO,PUBBDGHSPNewWHWTK___STDELC_23,31.536,PublicBuildingHospitalNewWater HeatingWith TankStandard EfficiencyElectricity2023
TO,PUBBDGHSPNewWHSYS___STDHFO_23,31.536,PublicBuildingHospitalNewWater HeatingSystemStandard EfficiencyHeavy Fuel Oil2023
TO,PUBBDGHSPNewWHSYS___STDKER_23,31.536,PublicBuildingHospitalNewWater HeatingSystemStandard EfficiencyKerosene2023
TO,PUBBDGHSPNewWHSYS___STDLFO_23,31.536,PublicBuildingHospitalNewWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,PUBBDGHSPNewWHSYS___STDBWP_23,31.536,PublicBuildingHospitalNewWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,PUBBDGHSPNewWHSYS___ESRPRO_23,31.536,PublicBuildingHospitalNewWater HeatingSystemEnergy StarPropane2023
TO,PUBBDGHSPNewAM______STDELC_16,31.536,PublicBuildingHospitalNewAuxiliary MotorsStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewAE______STDELC_16,31.536,PublicBuildingHospitalNewAuxiliary EquipmentStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewAE______STDPRO_16,31.536,PublicBuildingHospitalNewAuxiliary EquipmentStandard EfficiencyPropane2016
TO,PUBBDGHSPNewLIFLC___STDELC_16,1,PublicBuildingHospitalNewLightingFluocompactStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewLIFLU___STDELC_16,1,PublicBuildingHospitalNewLightingFluorescenteStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewLIHAL___STDELC_16,1,PublicBuildingHospitalNewLightingHalogenStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewLIINC___STDELC_16,1,PublicBuildingHospitalNewLightingIncandescentStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewLILED___STDELC_16,1,PublicBuildingHospitalNewLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewSC______STDELC_16,31.536,PublicBuildingHospitalNewSpace CoolingStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewSC_________DCO_16,31.536,PublicBuildingHospitalNewSpace CoolingDistrict Cooling2016
TO,PUBBDGHSPNewSHFUR___STDELC_16,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewSHHEP___STDELC_16,31.536,PublicBuildingHospitalNewSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewSHPLT___STDELC_16,31.536,PublicBuildingHospitalNewSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewSH_________DHE_16,31.536,PublicBuildingHospitalNewSpace HeatingDistrict Heating2016
TO,PUBBDGHSPNewSHFUR___STDHFO_16,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2016
TO,PUBBDGHSPNewSHFUR___STDKER_16,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,PUBBDGHSPNewSHFUR___STDLFO_16,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,PUBBDGHSPNewSHFUR___STDPRO_16,31.536,PublicBuildingHospitalNewSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,PUBBDGHSPNewWH______STDELC_16,31.536,PublicBuildingHospitalNewWater HeatingStandard EfficiencyElectricity2016
TO,PUBBDGHSPNewWH______STDHFO_16,31.536,PublicBuildingHospitalNewWater HeatingStandard EfficiencyHeavy Fuel Oil2016
TO,PUBBDGHSPNewWH______STDKER_16,31.536,PublicBuildingHospitalNewWater HeatingStandard EfficiencyKerosene2016
TO,PUBBDGHSPNewWH______STDLFO_16,31.536,PublicBuildingHospitalNewWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,PUBBDGHSPNewWH_________DHE_16,31.536,PublicBuildingHospitalNewWater HeatingDistrict Heating2016
TO,PUBBDGSBDNewAM______STDELC_23,31.536,PublicBuildingSchool boardNewAuxiliary MotorsStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewAE______STDBMA_23,31.536,PublicBuildingSchool boardNewAuxiliary EquipmentStandard EfficiencyBiomass2023
TO,PUBBDGSBDNewAE______STDELC_23,31.536,PublicBuildingSchool boardNewAuxiliary EquipmentStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewAE______STDNGA_23,31.536,PublicBuildingSchool boardNewAuxiliary EquipmentStandard EfficiencyNatural Gas2023
TO,PUBBDGSBDNewAE______STDPRO_23,31.536,PublicBuildingSchool boardNewAuxiliary EquipmentStandard EfficiencyPropane2023
TO,PUBBDGSBDNewLILED___HIGELC_23,1,PublicBuildingSchool boardNewLightingLight Emitting DiodeHigh EfficiencyElectricity2023
TO,PUBBDGSBDNewLIFLC___HIGELC_23,1,PublicBuildingSchool boardNewLightingFluocompactHigh EfficiencyElectricity2023
TO,PUBBDGSBDNewLIFLC___STDELC_23,1,PublicBuildingSchool boardNewLightingFluocompactStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewLIFLUT5HIGELC_23,1,PublicBuildingSchool boardNewLightingFluorescenteT5High EfficiencyElectricity2023
TO,PUBBDGSBDNewLIFLUT8HIGELC_23,1,PublicBuildingSchool boardNewLightingFluorescenteT8High EfficiencyElectricity2023
TO,PUBBDGSBDNewLIFLUT5STDELC_23,1,PublicBuildingSchool boardNewLightingFluorescenteT5Standard EfficiencyElectricity2023
TO,PUBBDGSBDNewLIFLUT8STDELC_23,1,PublicBuildingSchool boardNewLightingFluorescenteT8Standard EfficiencyElectricity2023
TO,PUBBDGSBDNewLIHAL100WSTDELC_23,1,PublicBuildingSchool boardNewLightingHalogen100WStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewLIINC100WSTDELC_23,1,PublicBuildingSchool boardNewLightingIncandescent100WStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewLILED___ESRELC_23,1,PublicBuildingSchool boardNewLightingLight Emitting DiodeEnergy StarElectricity2023
TO,PUBBDGSBDNewLILED___STDELC_23,1,PublicBuildingSchool boardNewLightingLight Emitting DiodeStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewSCCE___HIGELC_23,31.536,PublicBuildingSchool boardNewSpace CoolingCentralHigh EfficiencyElectricity2023
TO,PUBBDGSBDNewSCCE___ESRELC_23,31.536,PublicBuildingSchool boardNewSpace CoolingCentralEnergy StarElectricity2023
TO,PUBBDGSBDNewSCCE___STDELC_23,31.536,PublicBuildingSchool boardNewSpace CoolingCentralStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewSCWA___HIGELC_23,31.536,PublicBuildingSchool boardNewSpace CoolingWallHigh EfficiencyElectricity2023
TO,PUBBDGSBDNewSCWA___ESRELC_23,31.536,PublicBuildingSchool boardNewSpace CoolingWallEnergy StarElectricity2023
TO,PUBBDGSBDNewSCWA___STDELC_23,31.536,PublicBuildingSchool boardNewSpace CoolingWallStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewSCWD___HIGELC_23,31.536,PublicBuildingSchool boardNewSpace CoolingWindowHigh EfficiencyElectricity2023
TO,PUBBDGSBDNewSCWD___ESRELC_23,31.536,PublicBuildingSchool boardNewSpace CoolingWindowEnergy StarElectricity2023
TO,PUBBDGSBDNewSCWD___STDELC_23,31.536,PublicBuildingSchool boardNewSpace CoolingWindowStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewSCCE___HIGNGA_23,31.536,PublicBuildingSchool boardNewSpace CoolingCentralHigh EfficiencyNatural Gas2023
TO,PUBBDGSBDNewSCCE___ESRNGA_23,31.536,PublicBuildingSchool boardNewSpace CoolingCentralEnergy StarNatural Gas2023
TO,PUBBDGSBDNewSCCE___STDNGA_23,31.536,PublicBuildingSchool boardNewSpace CoolingCentralStandard EfficiencyNatural Gas2023
TO,PUBBDGSBDNewSHFUR___STDELC_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewSHPLT500WSTDELC_23,31.536,PublicBuildingSchool boardNewSpace HeatingPlinthe500WStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewSHPLT1000WSTDELC_23,31.536,PublicBuildingSchool boardNewSpace HeatingPlinthe1000WStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewSHPLT1500WSTDELC_23,31.536,PublicBuildingSchool boardNewSpace HeatingPlinthe1500WStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewSHFUR___HIGHFO_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceHigh EfficiencyHeavy Fuel Oil2023
TO,PUBBDGSBDNewSHFUR___STDHFO_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2023
TO,PUBBDGSBDNewSHFURSMASTDHH2_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceSmallStandard EfficiencyHydrogen2023
TO,PUBBDGSBDNewSHFURMEDSTDHH2_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceMediumStandard EfficiencyHydrogen2023
TO,PUBBDGSBDNewSHFURLARSTDHH2_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceLargeStandard EfficiencyHydrogen2023
TO,PUBBDGSBDNewSHFUR___STDKER_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceStandard EfficiencyKerosene2023
TO,PUBBDGSBDNewSHFUR___HIGLFO_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceHigh EfficiencyLight Fuel Oil2023
TO,PUBBDGSBDNewSHFUR___STDLFO_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,PUBBDGSBDNewSHFUR___HIGPRO_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,PUBBDGSBDNewSHFUR___ESRPRO_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceEnergy StarPropane2023
TO,PUBBDGSBDNewSHFUR___STDPRO_23,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,PUBBDGSBDNewSHZTM___STDETHOS_23,31.536,PublicBuildingSchool boardNewSpace HeatingZero Thermal MeasureStandard2023
TO,PUBBDGSBDNewSHZTM___MEDETHOS_23,31.536,PublicBuildingSchool boardNewSpace HeatingZero Thermal MeasureMedium2023
TO,PUBBDGSBDNewSHZTM___HIGETHOS_23,31.536,PublicBuildingSchool boardNewSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,PUBBDGSBDNewWHSYS___STDBMA_23,31.536,PublicBuildingSchool boardNewWater HeatingSystemStandard EfficiencyBiomass2023
TO,PUBBDGSBDNewWHHEP___HIGELC_23,31.536,PublicBuildingSchool boardNewWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,PUBBDGSBDNewWHHEP___ESRELC_23,31.536,PublicBuildingSchool boardNewWater HeatingHeat PumpEnergy StarElectricity2023
TO,PUBBDGSBDNewWHHEP___STDELC_23,31.536,PublicBuildingSchool boardNewWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewWHWTK___HIGELC_23,31.536,PublicBuildingSchool boardNewWater HeatingWith TankHigh EfficiencyElectricity2023
TO,PUBBDGSBDNewWHWTK___STDELC_23,31.536,PublicBuildingSchool boardNewWater HeatingWith TankStandard EfficiencyElectricity2023
TO,PUBBDGSBDNewWHSYS___STDHFO_23,31.536,PublicBuildingSchool boardNewWater HeatingSystemStandard EfficiencyHeavy Fuel Oil2023
TO,PUBBDGSBDNewWHSYS___STDKER_23,31.536,PublicBuildingSchool boardNewWater HeatingSystemStandard EfficiencyKerosene2023
TO,PUBBDGSBDNewWHSYS___STDLFO_23,31.536,PublicBuildingSchool boardNewWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,PUBBDGSBDNewWHSYS___STDBWP_23,31.536,PublicBuildingSchool boardNewWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,PUBBDGSBDNewWHSYS___ESRPRO_23,31.536,PublicBuildingSchool boardNewWater HeatingSystemEnergy StarPropane2023
TO,PUBBDGSBDNewAM______STDELC_16,31.536,PublicBuildingSchool boardNewAuxiliary MotorsStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewAE______STDELC_16,31.536,PublicBuildingSchool boardNewAuxiliary EquipmentStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewAE______STDPRO_16,31.536,PublicBuildingSchool boardNewAuxiliary EquipmentStandard EfficiencyPropane2016
TO,PUBBDGSBDNewLIFLC___STDELC_16,1,PublicBuildingSchool boardNewLightingFluocompactStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewLIFLU___STDELC_16,1,PublicBuildingSchool boardNewLightingFluorescenteStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewLIHAL___STDELC_16,1,PublicBuildingSchool boardNewLightingHalogenStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewLIINC___STDELC_16,1,PublicBuildingSchool boardNewLightingIncandescentStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewLILED___STDELC_16,1,PublicBuildingSchool boardNewLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewSC______STDELC_16,31.536,PublicBuildingSchool boardNewSpace CoolingStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewSC_________DCO_16,31.536,PublicBuildingSchool boardNewSpace CoolingDistrict Cooling2016
TO,PUBBDGSBDNewSHFUR___STDELC_16,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewSHHEP___STDELC_16,31.536,PublicBuildingSchool boardNewSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewSHPLT___STDELC_16,31.536,PublicBuildingSchool boardNewSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewSH_________DHE_16,31.536,PublicBuildingSchool boardNewSpace HeatingDistrict Heating2016
TO,PUBBDGSBDNewSHFUR___STDHFO_16,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2016
TO,PUBBDGSBDNewSHFUR___STDKER_16,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,PUBBDGSBDNewSHFUR___STDLFO_16,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,PUBBDGSBDNewSHFUR___STDPRO_16,31.536,PublicBuildingSchool boardNewSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,PUBBDGSBDNewWH______STDELC_16,31.536,PublicBuildingSchool boardNewWater HeatingStandard EfficiencyElectricity2016
TO,PUBBDGSBDNewWH______STDHFO_16,31.536,PublicBuildingSchool boardNewWater HeatingStandard EfficiencyHeavy Fuel Oil2016
TO,PUBBDGSBDNewWH______STDKER_16,31.536,PublicBuildingSchool boardNewWater HeatingStandard EfficiencyKerosene2016
TO,PUBBDGSBDNewWH______STDLFO_16,31.536,PublicBuildingSchool boardNewWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,PUBBDGSBDNewWH_________DHE_16,31.536,PublicBuildingSchool boardNewWater HeatingDistrict Heating2016
TO,PUBBDGPSIOldAM______STDELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldAuxiliary MotorsStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldAE______STDBMA_23,31.536,PublicBuildingPost-Secondary InstitutionOldAuxiliary EquipmentStandard EfficiencyBiomass2023
TO,PUBBDGPSIOldAE______STDELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldAuxiliary EquipmentStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldAE______STDNGA_23,31.536,PublicBuildingPost-Secondary InstitutionOldAuxiliary EquipmentStandard EfficiencyNatural Gas2023
TO,PUBBDGPSIOldAE______STDPRO_23,31.536,PublicBuildingPost-Secondary InstitutionOldAuxiliary EquipmentStandard EfficiencyPropane2023
TO,PUBBDGPSIOldLILED___HIGELC_23,1,PublicBuildingPost-Secondary InstitutionOldLightingLight Emitting DiodeHigh EfficiencyElectricity2023
TO,PUBBDGPSIOldLIFLC___HIGELC_23,1,PublicBuildingPost-Secondary InstitutionOldLightingFluocompactHigh EfficiencyElectricity2023
TO,PUBBDGPSIOldLIFLC___STDELC_23,1,PublicBuildingPost-Secondary InstitutionOldLightingFluocompactStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldLIFLUT5HIGELC_23,1,PublicBuildingPost-Secondary InstitutionOldLightingFluorescenteT5High EfficiencyElectricity2023
TO,PUBBDGPSIOldLIFLUT8HIGELC_23,1,PublicBuildingPost-Secondary InstitutionOldLightingFluorescenteT8High EfficiencyElectricity2023
TO,PUBBDGPSIOldLIFLUT5STDELC_23,1,PublicBuildingPost-Secondary InstitutionOldLightingFluorescenteT5Standard EfficiencyElectricity2023
TO,PUBBDGPSIOldLIFLUT8STDELC_23,1,PublicBuildingPost-Secondary InstitutionOldLightingFluorescenteT8Standard EfficiencyElectricity2023
TO,PUBBDGPSIOldLIHAL100WSTDELC_23,1,PublicBuildingPost-Secondary InstitutionOldLightingHalogen100WStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldLIINC100WSTDELC_23,1,PublicBuildingPost-Secondary InstitutionOldLightingIncandescent100WStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldLILED___ESRELC_23,1,PublicBuildingPost-Secondary InstitutionOldLightingLight Emitting DiodeEnergy StarElectricity2023
TO,PUBBDGPSIOldLILED___STDELC_23,1,PublicBuildingPost-Secondary InstitutionOldLightingLight Emitting DiodeStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldSCCE___HIGELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingCentralHigh EfficiencyElectricity2023
TO,PUBBDGPSIOldSCCE___ESRELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingCentralEnergy StarElectricity2023
TO,PUBBDGPSIOldSCCE___STDELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingCentralStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldSCWA___HIGELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingWallHigh EfficiencyElectricity2023
TO,PUBBDGPSIOldSCWA___ESRELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingWallEnergy StarElectricity2023
TO,PUBBDGPSIOldSCWA___STDELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingWallStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldSCWD___HIGELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingWindowHigh EfficiencyElectricity2023
TO,PUBBDGPSIOldSCWD___ESRELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingWindowEnergy StarElectricity2023
TO,PUBBDGPSIOldSCWD___STDELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingWindowStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldSCCE___HIGNGA_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingCentralHigh EfficiencyNatural Gas2023
TO,PUBBDGPSIOldSCCE___ESRNGA_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingCentralEnergy StarNatural Gas2023
TO,PUBBDGPSIOldSCCE___STDNGA_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace CoolingCentralStandard EfficiencyNatural Gas2023
TO,PUBBDGPSIOldSHFUR___STDELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldSHPLT500WSTDELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingPlinthe500WStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldSHPLT1000WSTDELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingPlinthe1000WStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldSHPLT1500WSTDELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingPlinthe1500WStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldSHFUR___HIGHFO_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceHigh EfficiencyHeavy Fuel Oil2023
TO,PUBBDGPSIOldSHFUR___STDHFO_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceStandard EfficiencyHeavy Fuel Oil2023
TO,PUBBDGPSIOldSHFURSMASTDHH2_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceSmallStandard EfficiencyHydrogen2023
TO,PUBBDGPSIOldSHFURMEDSTDHH2_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceMediumStandard EfficiencyHydrogen2023
TO,PUBBDGPSIOldSHFURLARSTDHH2_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceLargeStandard EfficiencyHydrogen2023
TO,PUBBDGPSIOldSHFUR___STDKER_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceStandard EfficiencyKerosene2023
TO,PUBBDGPSIOldSHFUR___HIGLFO_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceHigh EfficiencyLight Fuel Oil2023
TO,PUBBDGPSIOldSHFUR___STDLFO_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,PUBBDGPSIOldSHFUR___HIGPRO_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,PUBBDGPSIOldSHFUR___ESRPRO_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceEnergy StarPropane2023
TO,PUBBDGPSIOldSHFUR___STDPRO_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,PUBBDGPSIOldSHZTM___STDETHOS_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingZero Thermal MeasureStandard2023
TO,PUBBDGPSIOldSHZTM___MEDETHOS_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingZero Thermal MeasureMedium2023
TO,PUBBDGPSIOldSHZTM___HIGETHOS_23,31.536,PublicBuildingPost-Secondary InstitutionOldSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,PUBBDGPSIOldWHSYS___STDBMA_23,31.536,PublicBuildingPost-Secondary InstitutionOldWater HeatingSystemStandard EfficiencyBiomass2023
TO,PUBBDGPSIOldWHHEP___HIGELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,PUBBDGPSIOldWHHEP___ESRELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldWater HeatingHeat PumpEnergy StarElectricity2023
TO,PUBBDGPSIOldWHHEP___STDELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldWHWTK___HIGELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldWater HeatingWith TankHigh EfficiencyElectricity2023
TO,PUBBDGPSIOldWHWTK___STDELC_23,31.536,PublicBuildingPost-Secondary InstitutionOldWater HeatingWith TankStandard EfficiencyElectricity2023
TO,PUBBDGPSIOldWHSYS___STDHFO_23,31.536,PublicBuildingPost-Secondary InstitutionOldWater HeatingSystemStandard EfficiencyHeavy Fuel Oil2023
TO,PUBBDGPSIOldWHSYS___STDKER_23,31.536,PublicBuildingPost-Secondary InstitutionOldWater HeatingSystemStandard EfficiencyKerosene2023
TO,PUBBDGPSIOldWHSYS___STDLFO_23,31.536,PublicBuildingPost-Secondary InstitutionOldWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,PUBBDGPSIOldWHSYS___STDBWP_23,31.536,PublicBuildingPost-Secondary InstitutionOldWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,PUBBDGPSIOldWHSYS___ESRPRO_23,31.536,PublicBuildingPost-Secondary InstitutionOldWater HeatingSystemEnergy StarPropane2023
