"Building capacity per subsector, per end use, per input energy, and per vintage"
vintage,Sub,EndUse,Tech_type_1,Tech_type_2,Energy_cat,Efficiency,Capacity_units,Capacities
2019,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.015116543168618733
2019,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,2.1055472844226446
2019,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,0.4336258480799879
2019,Residential,Space Heating,___,___,District Heating,___,MW,64.21365329158918
2019,Residential,Water Heating,___,___,Biomass,Standard,MW,0.9228959514248317
2019,Residential,Water Heating,___,___,Wood Pellet,Standard,MW,0.9284372911150401
2019,Residential,Water Heating,___,___,District Heating,___,MW,2.996440159297583
2019,Residential,Water Heating,___,___,Electricity,Standard,MW,1.0336976406485225
2019,Residential,Water Heating,___,___,Kerosene,Standard,MW,1.1104402186668496
2019,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,1.1189919764658731
2019,Residential,Water Heating,___,___,Natural Gas,Standard,MW,3.3452730010937484
2019,Residential,Water Heating,___,___,Propane,Standard,MW,0.9847031325960873
2020,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,345.8728669654802
2020,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,34.159115256411795
2020,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,19.115051925135646
2020,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,35.69768242340983
2020,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,22.109613014040054
2020,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,114.41899787795388
2020,Commercial,Lighting,Halogen,___,Electricity,Standard,Mlm,4346.18892957
2020,Commercial,Lighting,Incandescent,___,Electricity,Standard,Mlm,13959.04571098
2020,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,15.185994931798124
2020,Commercial,Space Cooling,___,___,District Cooling,___,MW,0.7057725215850182
2020,Commercial,Space Cooling,___,___,Electricity,Standard,MW,404.9215276223762
2020,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,11.788825620316365
2020,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,0.16913183271510143
2020,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.1716979530025141
2020,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,0.17167367693488897
2020,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.19481576873478065
2020,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,0.34277720241975523
2020,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,13.524010164882757
2020,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,4.735977356864922
2020,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,4.330289663150969
2020,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,18.783308592845334
2020,Commercial,Space Heating,___,___,District Heating,___,MW,2.214581875987642
2020,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,kunits,2152.829568009809
2020,Commercial,Water Heating,___,___,District Heating,___,MW,0.273020445159424
2020,Commercial,Water Heating,___,___,Electricity,Standard,MW,0.3738393650296089
2020,Commercial,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.3277214032047342
2020,Commercial,Water Heating,___,___,Kerosene,Standard,MW,0.32792176418465047
2020,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.33200668508631115
2020,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,1.0393645966719645
2020,Commercial,Water Heating,___,___,Propane,Standard,MW,0.32299498149910416
2020,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,40.54229548005905
2020,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,5.029220178832695
2020,Public,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.00046348146181811437
2020,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,8.484991206501155
2020,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,1.6520007212804102
2020,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm,6.848260344757064
2020,Public,Lighting,Halogen,___,Electricity,Standard,Mlm,284.49509409
2020,Public,Lighting,Incandescent,___,Electricity,Standard,Mlm,913.7385789
2020,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,0.9138043481234448
2020,Public,Space Cooling,___,___,District Cooling,___,MW,7.867136147550639
2020,Public,Space Cooling,___,___,Electricity,Standard,MW,3.7663785253516573
2020,Public,Space Cooling,___,___,Natural Gas,Standard,MW,11.561478155611193
2020,Public,Space Heating,Furnace,___,Electricity,Standard,MW,0.1820996659458266
2020,Public,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.0004831494627361628
2020,Public,Space Heating,Furnace,___,Kerosene,Standard,MW,0.0004831504101078442
2020,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.11765859154646359
2020,Public,Space Heating,Furnace,___,Natural Gas,High,MW,0.000582941602996027
2020,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,3.850679799264091
2020,Public,Space Heating,Furnace,___,Propane,Standard,MW,0.0004847776489010808
2020,Public,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.0004829106588815458
2020,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,6.84913618342436
2020,Public,Space Heating,___,___,District Heating,___,MW,0.6119347069560414
2020,Public,Water Heating,___,___,District Heating,___,MW,8.139153338844311
2020,Public,Water Heating,___,___,Electricity,Standard,MW,0.3321938527692463
2020,Public,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.19146741589302343
2020,Public,Water Heating,___,___,Kerosene,Standard,MW,0.19161713326190694
2020,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.230354701353994
2020,Public,Water Heating,___,___,Natural Gas,Standard,MW,0.38986044706555734
2020,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,15413.99401202913
2020,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,13.146751554452036
2020,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,12.156393902530686
2020,Residential,Dish Washer,___,___,Electricity,Standard,kunits,250.5559914513081
2020,Residential,Freezer,___,___,Electricity,Standard,kunits,3.9969823133003874
2020,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm,12.705273219926958
2020,Residential,Lighting,Fluorescent,___,Electricity,Standard,Mlm,12.262011584815632
2020,Residential,Lighting,Halogen,___,Electricity,Standard,Mlm,612.2564618
2020,Residential,Lighting,Incandescent,___,Electricity,Standard,Mlm,1966.9584564
2020,Residential,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,5.5273178801884075
2020,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,5.5518882296935965
2020,Residential,Range,___,___,Electricity,Standard,kunits,70.63217041608728
2020,Residential,Refrigerator,___,___,Electricity,Standard,kunits,10.000091342177322
2020,Residential,Space Cooling,Central,___,Electricity,Standard,MW,24.09290034694362
2020,Residential,Space Cooling,Room,___,Electricity,Standard,MW,47.028894735386714
2020,Residential,Space Cooling,___,___,District Cooling,___,MW,47.98015274535286
2020,Residential,Space Heating,Furnace,___,Biomass,Standard,MW,0.059687502774613946
2020,Residential,Space Heating,Furnace,___,Wood Pellet,Standard,MW,0.01376239202316642
2020,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.013744272624103012
2020,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,2.7730847618221643
2020,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,692.5658219220961
2020,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,194.10178786602407
2020,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.013783072345303064
2020,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,91.53968453473527
2020,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,43.669156346258674
2020,Residential,Space Heating,___,___,District Heating,___,MW,819.6436149484908
2020,Residential,Water Heating,___,___,Biomass,Standard,MW,0.9014047426963934
2020,Residential,Water Heating,___,___,Wood Pellet,Standard,MW,0.9054578453181386
2020,Residential,Water Heating,___,___,District Heating,___,MW,2.8172601969021
2020,Residential,Water Heating,___,___,Electricity,Standard,MW,0.929449716989389
2020,Residential,Water Heating,___,___,Kerosene,Standard,MW,0.9610855822631528
2020,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.9603839561946195
2020,Residential,Water Heating,___,___,Natural Gas,Standard,MW,3.3412712838128407
2020,Residential,Water Heating,___,___,Propane,Standard,MW,0.911849345129989
2021,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,4.731805531463222
2021,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.4723818544212793
2021,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.2581988023083972
2021,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,0.5751229116156744
2021,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,15.454179161060296
2021,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,83.49603156967774
2021,Commercial,Lighting,Halogen,___,Electricity,Standard,Mlm,4372.30271089
2021,Commercial,Lighting,Incandescent,___,Electricity,Standard,Mlm,14042.91759191
2021,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,15.655066571863877
2021,Commercial,Space Cooling,___,___,District Cooling,___,MW,0.6689468282155552
2021,Commercial,Space Cooling,___,___,Electricity,Standard,MW,4.979643916290746
2021,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,0.30189540290747885
2021,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,0.15453032956181664
2021,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.14793391649109733
2021,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,0.14799012094181466
2021,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.15518895643775374
2021,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,0.2933266340980455
2021,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,2.097503230177382
2021,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,0.9214650473158048
2021,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.8688523892097155
2021,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,17.961191385274333
2021,Commercial,Space Heating,___,___,District Heating,___,MW,2.2345782625035113
2021,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,kunits,27.7993975614328
2021,Commercial,Water Heating,___,___,District Heating,___,MW,0.31748328659979863
2021,Commercial,Water Heating,___,___,Electricity,Standard,MW,0.3946500162839113
2021,Commercial,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.3816346541960725
2021,Commercial,Water Heating,___,___,Kerosene,Standard,MW,0.38168994556643143
2021,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.38742124812766293
2021,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,1.2939120339686596
2021,Commercial,Water Heating,___,___,Propane,Standard,MW,0.38244380994170835
2021,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,0.5784800858170107
2021,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.06891344047695708
2021,Public,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.0004584954620980834
2021,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,0.13089900886850442
2021,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,1.443255108893046
2021,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm,4.935729863860496
2021,Public,Lighting,Halogen,___,Electricity,Standard,Mlm,286.08417989
2021,Public,Lighting,Incandescent,___,Electricity,Standard,Mlm,918.8423870000001
2021,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,0.847210987400036
2021,Public,Space Cooling,___,___,District Cooling,___,MW,7.404316881286629
2021,Public,Space Cooling,___,___,Electricity,Standard,MW,1.3828304459045513
2021,Public,Space Cooling,___,___,Natural Gas,Standard,MW,0.8708326355083761
2021,Public,Space Heating,Furnace,___,Electricity,Standard,MW,0.1785438553511653
2021,Public,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.0004242800831307931
2021,Public,Space Heating,Furnace,___,Kerosene,Standard,MW,0.0004242901511434644
2021,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.1148940036011568
2021,Public,Space Heating,Furnace,___,Natural Gas,High,MW,0.0005116199157048826
2021,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,3.850358652961191
2021,Public,Space Heating,Furnace,___,Propane,Standard,MW,0.0004249433449992314
2021,Public,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.0004242883189307931
2021,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,0.31362630582851947
2021,Public,Space Heating,___,___,District Heating,___,MW,0.6125765680071988
2021,Public,Water Heating,___,___,District Heating,___,MW,7.7408580202422055
2021,Public,Water Heating,___,___,Electricity,Standard,MW,0.2838713366156125
2021,Public,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.16921330509126561
2021,Public,Water Heating,___,___,Kerosene,Standard,MW,0.1693990089223023
2021,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.19554613703874701
2021,Public,Water Heating,___,___,Natural Gas,Standard,MW,0.28959327245979455
2021,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,219.3598876757573
2021,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,10.166780843078929
2021,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,9.484952500929934
2021,Residential,Dish Washer,___,___,Electricity,Standard,kunits,6.409117720884387
2021,Residential,Freezer,___,___,Electricity,Standard,kunits,3.214795451472818
2021,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm,9.479787415314059
2021,Residential,Lighting,Fluorescent,___,Electricity,Standard,Mlm,17.374865222539388
2021,Residential,Lighting,Halogen,___,Electricity,Standard,Mlm,615.9164141
2021,Residential,Lighting,Incandescent,___,Electricity,Standard,Mlm,1977.9382962
2021,Residential,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,5.897308989884815
2021,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,6.157586309271669
2021,Residential,Range,___,___,Electricity,Standard,kunits,66.36400663472064
2021,Residential,Refrigerator,___,___,Electricity,Standard,kunits,7.743963788791343
2021,Residential,Space Cooling,Central,___,Electricity,Standard,MW,11.635206090455336
2021,Residential,Space Cooling,Room,___,Electricity,Standard,MW,1.7108927705577608
2021,Residential,Space Cooling,___,___,District Cooling,___,MW,45.29627545738924
2021,Residential,Space Heating,Furnace,___,Biomass,Standard,MW,0.03926218923980769
2021,Residential,Space Heating,Furnace,___,Wood Pellet,Standard,MW,0.013535233117748029
2021,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.013699483074097341
2021,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.36820302707785146
2021,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,1.5215269013935628
2021,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,1.4020968828098397
2021,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.013261344492866612
2021,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.4741887671459187
2021,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,12.94436478340054
2021,Residential,Space Heating,___,___,District Heating,___,MW,234.50424042359222
2021,Residential,Water Heating,___,___,Biomass,Standard,MW,0.7084456974578089
2021,Residential,Water Heating,___,___,Wood Pellet,Standard,MW,0.7103025201156633
2021,Residential,Water Heating,___,___,District Heating,___,MW,2.643133751708838
2021,Residential,Water Heating,___,___,Electricity,Standard,MW,0.7135633087557245
2021,Residential,Water Heating,___,___,Kerosene,Standard,MW,0.72205149812468
2021,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.7210628614307952
2021,Residential,Water Heating,___,___,Natural Gas,Standard,MW,2.4636302905757295
2021,Residential,Water Heating,___,___,Propane,Standard,MW,0.7109082474186555
2022,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,5.39419433329665
2022,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.2829626060329497
2022,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.14813781177438187
2022,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,0.34278829567286584
2022,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,26.322386588931828
2022,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,97.4472988090886
2022,Commercial,Lighting,Halogen,___,Electricity,Standard,Mlm,4390.37558381
2022,Commercial,Lighting,Incandescent,___,Electricity,Standard,Mlm,14100.76548347
2022,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,13.317730698173479
2022,Commercial,Space Cooling,___,___,District Cooling,___,MW,0.4299446238820989
2022,Commercial,Space Cooling,___,___,Electricity,Standard,MW,3.2758674258038862
2022,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,0.18651084550186678
2022,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,0.14253864189466467
2022,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.13559993742914586
2022,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,0.1356897612185718
2022,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.13800996611150268
2022,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,0.2644614512353606
2022,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,1.3636640670208307
2022,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,0.689224756003113
2022,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.653741592422513
2022,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,45.99771587845482
2022,Commercial,Space Heating,___,___,District Heating,___,MW,71.88865812674145
2022,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,kunits,34.57036216698327
2022,Commercial,Water Heating,___,___,District Heating,___,MW,5.69432787120322
2022,Commercial,Water Heating,___,___,Electricity,Standard,MW,0.6505987558398401
2022,Commercial,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.43139401599607324
2022,Commercial,Water Heating,___,___,Kerosene,Standard,MW,0.4344562920124746
2022,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.498091823373649
2022,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,1.6368376729617715
2022,Commercial,Water Heating,___,___,Propane,Standard,MW,0.6368259301070744
2022,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,0.42767388048216115
2022,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.04787724161841874
2022,Public,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.00038189817401656535
2022,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,0.08405782983350622
2022,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,1.3526318938244681
2022,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm,4.110599451855072
2022,Public,Lighting,Halogen,___,Electricity,Standard,Mlm,287.39023914999996
2022,Public,Lighting,Incandescent,___,Electricity,Standard,Mlm,923.0178747
2022,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,0.7378479961625791
2022,Public,Space Cooling,___,___,District Cooling,___,MW,6.935040896248675
2022,Public,Space Cooling,___,___,Electricity,Standard,MW,1.1922574251928708
2022,Public,Space Cooling,___,___,Natural Gas,Standard,MW,0.7195858696712816
2022,Public,Space Heating,Furnace,___,Electricity,Standard,MW,0.14428468289836943
2022,Public,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.0003667492227209635
2022,Public,Space Heating,Furnace,___,Kerosene,Standard,MW,0.0003667651437619569
2022,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.09743209993495694
2022,Public,Space Heating,Furnace,___,Natural Gas,High,MW,0.0004415518241019528
2022,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,3.0821790776449496
2022,Public,Space Heating,Furnace,___,Propane,Standard,MW,0.0003668441000337397
2022,Public,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.00036688094405225313
2022,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,0.24702409113045792
2022,Public,Space Heating,___,___,District Heating,___,MW,32.20159519734331
2022,Public,Water Heating,___,___,District Heating,___,MW,7.335888940522994
2022,Public,Water Heating,___,___,Electricity,Standard,MW,0.2388188140704144
2022,Public,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.14621229523652363
2022,Public,Water Heating,___,___,Kerosene,Standard,MW,0.14644768068111108
2022,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.16587148835985413
2022,Public,Water Heating,___,___,Natural Gas,Standard,MW,0.20735583871950658
2022,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,313.95582117706147
2022,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,14.673617539616007
2022,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,377.3826091720362
2022,Residential,Dish Washer,___,___,Electricity,Standard,kunits,9.03688195258098
2022,Residential,Freezer,___,___,Electricity,Standard,kunits,74.2809223092628
2022,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm,22.74795391765768
2022,Residential,Lighting,Fluorescent,___,Electricity,Standard,Mlm,1023.9673958210014
2022,Residential,Lighting,Halogen,___,Electricity,Standard,Mlm,621.8192756
2022,Residential,Lighting,Incandescent,___,Electricity,Standard,Mlm,1991.6835578999999
2022,Residential,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,15.601338175133911
2022,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,15.618914348032071
2022,Residential,Range,___,___,Electricity,Standard,kunits,5296.906495738991
2022,Residential,Refrigerator,___,___,Electricity,Standard,kunits,230.6592436978469
2022,Residential,Space Cooling,Central,___,Electricity,Standard,MW,16.46351637360921
2022,Residential,Space Cooling,Room,___,Electricity,Standard,MW,15.271129174603622
2022,Residential,Space Cooling,___,___,District Cooling,___,MW,42.173343788018734
2022,Residential,Space Heating,Furnace,___,Biomass,Standard,MW,0.025069973834381108
2022,Residential,Space Heating,Furnace,___,Wood Pellet,Standard,MW,0.011305969742353197
2022,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.011964289370392851
2022,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.14751456344060487
2022,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,0.2028974051748162
2022,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,0.17627612313177432
2022,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.011391103282462484
2022,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.15328642496161857
2022,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,21.783102072509287
2022,Residential,Space Heating,___,___,District Heating,___,MW,86.26742947631445
2022,Residential,Water Heating,___,___,Biomass,Standard,MW,0.7058529909855388
2022,Residential,Water Heating,___,___,Wood Pellet,Standard,MW,0.7069516626490187
2022,Residential,Water Heating,___,___,District Heating,___,MW,2.4653108966259176
2022,Residential,Water Heating,___,___,Electricity,Standard,MW,0.7098228289732708
2022,Residential,Water Heating,___,___,Kerosene,Standard,MW,0.7133576336045829
2022,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.7126068388295339
2022,Residential,Water Heating,___,___,Natural Gas,Standard,MW,2.4119645182244414
2022,Residential,Water Heating,___,___,Propane,Standard,MW,0.7087864190935066
2023,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,380.9951533811717
2023,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,50.06676759079492
2023,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,1.8797482421875984
2023,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,38.813947594224516
2023,Commercial,Lighting,Fluocompact,___,Electricity,High,Mlm,116.43659516482809
2023,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,62.84905385962736
2023,Commercial,Lighting,Fluorescent,T5,Electricity,High,Mlm,15041.396937953832
2023,Commercial,Lighting,Fluorescent,T5,Electricity,Standard,Mlm,11466.348040782064
2023,Commercial,Lighting,Fluorescent,T8,Electricity,High,Mlm,35.64694698655444
2023,Commercial,Lighting,Fluorescent,T8,Electricity,Standard,Mlm,64.8572754836972
2023,Commercial,Lighting,Halogen,100W,Electricity,Standard,Mlm,16186.233472710233
2023,Commercial,Lighting,Incandescent,100W,Electricity,Standard,Mlm,27.256885875104288
2023,Commercial,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm,18.05060202517557
2023,Commercial,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,1296.1558536517612
2023,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,56.92692660944936
2023,Commercial,Space Cooling,Central,___,Electricity,Energy Star,MW,1.2973807715275045
2023,Commercial,Space Cooling,Central,___,Electricity,High,MW,1.217158502570916
2023,Commercial,Space Cooling,Central,___,Electricity,Standard,MW,1.237070849386068
2023,Commercial,Space Cooling,Central,___,Natural Gas,Energy Star,MW,2.3376164382297
2023,Commercial,Space Cooling,Central,___,Natural Gas,High,MW,2.2416313437683835
2023,Commercial,Space Cooling,Central,___,Natural Gas,Standard,MW,2.4067649873539536
2023,Commercial,Space Cooling,Wall,___,Electricity,Energy Star,MW,3.07610320269621
2023,Commercial,Space Cooling,Wall,___,Electricity,High,MW,2.9188045403820833
2023,Commercial,Space Cooling,Wall,___,Electricity,Standard,MW,17.76817234077216
2023,Commercial,Space Cooling,Window,___,Electricity,Energy Star,MW,2.747370052008298
2023,Commercial,Space Cooling,Window,___,Electricity,High,MW,1.651136547270467
2023,Commercial,Space Cooling,Window,___,Electricity,Standard,MW,103.36892295443498
2023,Commercial,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,MW,10.086583960430234
2023,Commercial,Space Cooling,___,___,District Cooling,___,MW,43.35617258063398
2023,Commercial,Space Heating,Furnace,Large,Hydrogen,Standard,MW,0.5390368071533838
2023,Commercial,Space Heating,Furnace,Medium,Hydrogen,Standard,MW,0.5354615666002766
2023,Commercial,Space Heating,Furnace,Small,Hydrogen,Standard,MW,0.5262120772654731
2023,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,6.8568248286551325
2023,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,High,MW,2.8006292082865265
2023,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,2.8191321398878335
2023,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,2.87234469809218
2023,Commercial,Space Heating,Furnace,___,Light Fuel Oil,High,MW,3.6905802166245762
2023,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,3.2952867052041204
2023,Commercial,Space Heating,Furnace,___,Natural Gas,Energy Star,MW,512.2218035261446
2023,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,1185.4662164875315
2023,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,12.207079819336728
2023,Commercial,Space Heating,Furnace,___,Propane,Energy Star,MW,4.053187591556911
2023,Commercial,Space Heating,Furnace,___,Propane,High,MW,47.07391560901705
2023,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,3.3271784998890546
2023,Commercial,Space Heating,Heat Pump,___,Electricity,Energy Star,MW,4.926532394321172
2023,Commercial,Space Heating,Heat Pump,___,Electricity,High,MW,47.66860231419553
2023,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,1.460593453279564
