"Waste Capacity per end use,  per plants, per technology type, and per period"
t_periods,Sub,EndUse,Treatment_Plant,Tech_type_1,Tech_type_2,Capacity_units,Capacities
2025,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.24315589334930784
2025,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,10.70707037372986
2025,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2025,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,7.160745712817382
2025,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.2130969563142956
2025,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,10.077697995622804
2025,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2030,Solid,Green Bin,Compost,Biogas upgrade,Public,TJ.y,130.1414751210756
2030,Solid,Green Bin,Compost,Biogas capture,___,TJ.y,136.86476966427583
2030,Solid,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,MW,0.06987630711543724
2030,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2030,Solid,Green Bin,Dufferin,Anaerobic Digester,Public,TJ.y,3.9334984831622655
2030,Solid,Green Bin,Dufferin,Gasification,Central,MW,8.398386724066645
2030,Solid,Green Bin,Dufferin,Gasification,Enerkem,TJ.y,2.1611973649094502
2030,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2030,Solid,Green Bin,Disco Road,Anaerobic Digester,Public,TJ.y,4.015630417082118
2030,Solid,Green Bin,Disco Road,Gasification,Central,MW,0.3887896088615643
2030,Solid,Green Bin,Disco Road,Gasification,Enerkem,TJ.y,2.6076910700771254
2030,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,Public,TJ.y,31.146024660670673
2030,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2030,Solid,Landfill,MI - Arbor Hills,Biogas capture,___,TJ.y,189.18288465677955
2030,Solid,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,MW,0.1639599375665725
2030,Solid,Landfill,Beare Rd,Biogas upgrade,Public,TJ.y,33.311895989615365
2030,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2030,Solid,Landfill,Beare Rd,Biogas capture,___,TJ.y,264.3526672942697
2030,Solid,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,MW,0.16667013269270012
2030,Solid,Landfill,Brock West,Biogas upgrade,Public,TJ.y,782.4405283744873
2030,Solid,Landfill,Brock West,Biogas capture,___,TJ.y,819.261176143167
2030,Solid,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,MW,0.1759498526320358
2030,Solid,Landfill,MI - Carleton farms,Biogas upgrade,Public,TJ.y,38.39609305247607
2030,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2030,Solid,Landfill,MI - Carleton farms,Biogas capture,___,TJ.y,497.44086487123326
2030,Solid,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,MW,0.17151028729359266
2030,Solid,Landfill,Green Lane,Biogas upgrade,Public,TJ.y,1166.4826740618573
2030,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2030,Solid,Landfill,Green Lane,Biogas capture,___,TJ.y,1223.7028730721288
2030,Solid,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,MW,0.07008013943947898
2030,Solid,Landfill,Keele Valley,Biogas upgrade,Public,TJ.y,1463.5185251551566
2030,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2030,Solid,Landfill,Keele Valley,Biogas capture,___,TJ.y,1536.9100401109324
2030,Solid,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,MW,0.07068524291658645
2030,Solid,Landfill,Thackeray,Biogas upgrade,Public,TJ.y,57.14278988595232
2030,Solid,Landfill,Thackeray,Biogas capture,___,TJ.y,55.93239546980982
2030,Solid,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,MW,0.15311938879641687
2030,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,3814.829690410323
2030,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.26718313414036904
2030,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,12.355323825559957
2030,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,1709.752048722006
2030,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.2660970534044339
2030,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,12.377261046277324
2030,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,800.3727985500794
2030,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.23411044050151547
2030,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,11.679376182975156
2030,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2035,Solid,Green Bin,Compost,Biogas upgrade,Public,TJ.y,134.8299929698596
2035,Solid,Green Bin,Compost,Biogas capture,___,TJ.y,141.82441570785105
2035,Solid,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,MW,0.08991342136051839
2035,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2035,Solid,Green Bin,Dufferin,Anaerobic Digester,Public,TJ.y,4.641029986336329
2035,Solid,Green Bin,Dufferin,Gasification,Central,MW,8.425606819631923
2035,Solid,Green Bin,Dufferin,Gasification,Enerkem,TJ.y,2.4923679264083334
2035,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2035,Solid,Green Bin,Disco Road,Anaerobic Digester,Public,TJ.y,4.59430401625343
2035,Solid,Green Bin,Disco Road,Gasification,Central,MW,11.81587949377502
2035,Solid,Green Bin,Disco Road,Gasification,Enerkem,TJ.y,2.932747473772045
2035,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,Public,TJ.y,102.66116131058641
2035,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2035,Solid,Landfill,MI - Arbor Hills,Biogas capture,___,TJ.y,192.83951980218532
2035,Solid,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,MW,0.2101948362687855
2035,Solid,Landfill,Beare Rd,Biogas upgrade,Public,TJ.y,138.4921260776699
2035,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2035,Solid,Landfill,Beare Rd,Biogas capture,___,TJ.y,268.09882340109795
2035,Solid,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,MW,0.21374830727264743
2035,Solid,Landfill,Brock West,Biogas upgrade,Public,TJ.y,788.3832323332064
2035,Solid,Landfill,Brock West,Biogas capture,___,TJ.y,823.2271815765525
2035,Solid,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,MW,0.2246260722028881
2035,Solid,Landfill,MI - Carleton farms,Biogas upgrade,Public,TJ.y,250.37759886039603
2035,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2035,Solid,Landfill,MI - Carleton farms,Biogas capture,___,TJ.y,501.32551375640287
2035,Solid,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,MW,0.2201011406030353
2035,Solid,Landfill,Green Lane,Biogas upgrade,Public,TJ.y,1171.3909102835742
2035,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2035,Solid,Landfill,Green Lane,Biogas capture,___,TJ.y,1227.7314739457931
2035,Solid,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,MW,0.09011833584125171
2035,Solid,Landfill,Keele Valley,Biogas upgrade,Public,TJ.y,1468.4646529636414
2035,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2035,Solid,Landfill,Keele Valley,Biogas capture,___,TJ.y,1540.9633373848062
2035,Solid,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,MW,0.09072348345379325
2035,Solid,Landfill,Thackeray,Biogas upgrade,Public,TJ.y,61.877325216153395
2035,Solid,Landfill,Thackeray,Biogas capture,___,TJ.y,59.18189534838564
2035,Solid,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,MW,0.1953232190519767
2035,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,3903.6801010861423
2035,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.29304300541031114
2035,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,13.131369514845026
2035,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,1749.974130688288
2035,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.2898845707027855
2035,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,13.11568473931254
2035,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,819.5559900987503
2035,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.25586980926351943
2035,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,12.381139598266628
2035,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2040,Solid,Green Bin,Compost,Biogas upgrade,Public,TJ.y,140.25793252730568
2040,Solid,Green Bin,Compost,Biogas capture,___,TJ.y,147.57191746726645
2040,Solid,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,MW,0.11367526179551836
2040,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2040,Solid,Green Bin,Dufferin,Anaerobic Digester,Public,TJ.y,5.341493824041617
2040,Solid,Green Bin,Dufferin,Gasification,Central,MW,8.481013296341837
2040,Solid,Green Bin,Dufferin,Gasification,Enerkem,TJ.y,2.869581963920318
2040,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2040,Solid,Green Bin,Disco Road,Anaerobic Digester,Public,TJ.y,5.344879179494713
2040,Solid,Green Bin,Disco Road,Gasification,Central,MW,11.867966487170316
2040,Solid,Green Bin,Disco Road,Gasification,Enerkem,TJ.y,3.312933265336345
2040,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,Public,TJ.y,109.58784156219188
2040,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2040,Solid,Landfill,MI - Arbor Hills,Biogas capture,___,TJ.y,197.01793057640347
2040,Solid,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,MW,0.26356587746291615
2040,Solid,Landfill,Beare Rd,Biogas upgrade,Public,TJ.y,145.76567945079077
2040,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2040,Solid,Landfill,Beare Rd,Biogas capture,___,TJ.y,272.39741862799536
2040,Solid,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,MW,0.26810570952887003
2040,Solid,Landfill,Brock West,Biogas upgrade,Public,TJ.y,795.2786911817673
2040,Solid,Landfill,Brock West,Biogas capture,___,TJ.y,827.8299392385811
2040,Solid,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,MW,0.2814296680344189
2040,Solid,Landfill,MI - Carleton farms,Biogas upgrade,Public,TJ.y,258.40876316565334
2040,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2040,Solid,Landfill,MI - Carleton farms,Biogas capture,___,TJ.y,505.8148383361613
2040,Solid,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,MW,0.2761296357848397
2040,Solid,Landfill,Green Lane,Biogas upgrade,Public,TJ.y,1177.1336770031612
2040,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2040,Solid,Landfill,Green Lane,Biogas capture,___,TJ.y,1232.4162425560353
2040,Solid,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,MW,0.11388115637104976
2040,Solid,Landfill,Keele Valley,Biogas upgrade,Public,TJ.y,1474.2524509602847
2040,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2040,Solid,Landfill,Keele Valley,Biogas capture,___,TJ.y,1545.682813674695
2040,Solid,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,MW,0.11448635739650737
2040,Solid,Landfill,Thackeray,Biogas upgrade,Public,TJ.y,67.32627753264597
2040,Solid,Landfill,Thackeray,Biogas capture,___,TJ.y,62.89846159755502
2040,Solid,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,MW,0.24409178301775455
2040,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,3985.634440934926
2040,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.4011048805418616
2040,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,13.899768501540064
2040,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,1786.3441467280325
2040,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.3813021941621252
2040,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,13.849375503120276
2040,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,836.5056460682118
2040,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.3323591647316466
2040,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,13.083808830648394
2040,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2045,Solid,Green Bin,Compost,Biogas upgrade,Public,TJ.y,147.28468278870722
2045,Solid,Green Bin,Compost,Biogas capture,___,TJ.y,155.01975398560836
2045,Solid,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,MW,0.1452883213437589
2045,Solid,Green Bin,Dufferin,Anaerobic Digester,Public,TJ.y,6.6475724017552285
2045,Solid,Green Bin,Dufferin,Gasification,Central,MW,16.972738917476626
2045,Solid,Green Bin,Dufferin,Gasification,Enerkem,TJ.y,3.3754600400697203
2045,Solid,Green Bin,Disco Road,Anaerobic Digester,Public,TJ.y,6.15753859231468
2045,Solid,Green Bin,Disco Road,Gasification,Central,MW,23.659311430318787
2045,Solid,Green Bin,Disco Road,Gasification,Enerkem,TJ.y,3.809777474497572
2045,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,Public,TJ.y,117.44137538214413
2045,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2045,Solid,Landfill,MI - Arbor Hills,Biogas capture,___,TJ.y,202.3428808408127
2045,Solid,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,MW,0.3324750769044846
2045,Solid,Landfill,Beare Rd,Biogas upgrade,Public,TJ.y,153.8906813879158
2045,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2045,Solid,Landfill,Beare Rd,Biogas capture,___,TJ.y,277.89428715849294
2045,Solid,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,MW,0.33840485579791757
2045,Solid,Landfill,Brock West,Biogas upgrade,Public,TJ.y,804.2114341303932
2045,Solid,Landfill,Brock West,Biogas capture,___,TJ.y,833.8075709721935
2045,Solid,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,MW,0.3555078725855047
2045,Solid,Landfill,MI - Carleton farms,Biogas upgrade,Public,TJ.y,267.1140831089943
2045,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2045,Solid,Landfill,MI - Carleton farms,Biogas capture,___,TJ.y,511.6095391696062
2045,Solid,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,MW,0.34867658725580275
2045,Solid,Landfill,Green Lane,Biogas upgrade,Public,TJ.y,1184.6602674729402
2045,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2045,Solid,Landfill,Green Lane,Biogas capture,___,TJ.y,1238.5206811983528
2045,Solid,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,MW,0.1454952830068918
2045,Solid,Landfill,Keele Valley,Biogas upgrade,Public,TJ.y,1481.846196326489
2045,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2045,Solid,Landfill,Keele Valley,Biogas capture,___,TJ.y,1551.8410411550703
2045,Solid,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,MW,0.14610056093309975
2045,Solid,Landfill,Thackeray,Biogas upgrade,Public,TJ.y,74.37918162588474
2045,Solid,Landfill,Thackeray,Biogas capture,___,TJ.y,67.67021395806813
2045,Solid,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,MW,0.30674114540317177
2045,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,4066.25521030577
2045,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.7177431602214583
2045,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,11.953791928981625
2045,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,1820.9633415782205
2045,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.6033421959396998
2045,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,11.8317652198627
2045,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,852.1040295789895
2045,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.4824809913025072
2045,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,11.191001722530286
2045,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2050,Solid,Green Bin,Compost,Biogas upgrade,Public,TJ.y,169.24688796076026
2050,Solid,Green Bin,Compost,Biogas capture,___,TJ.y,178.69255629006074
2050,Solid,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,MW,0.24983457613709964
2050,Solid,Green Bin,Dufferin,Anaerobic Digester,Public,TJ.y,10.76351764013241
2050,Solid,Green Bin,Dufferin,Gasification,Central,MW,17.0143620540645
2050,Solid,Green Bin,Dufferin,Gasification,Enerkem,TJ.y,5.019000387384162
2050,Solid,Green Bin,Disco Road,Anaerobic Digester,Public,TJ.y,9.525829315126698
2050,Solid,Green Bin,Disco Road,Gasification,Central,MW,23.69685415679318
2050,Solid,Green Bin,Disco Road,Gasification,Enerkem,TJ.y,5.41723497898397
2050,Solid,Landfill,MI - Arbor Hills,Biogas upgrade,Public,TJ.y,141.6307148682014
2050,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2050,Solid,Landfill,MI - Arbor Hills,Biogas capture,___,TJ.y,218.38339186301403
2050,Solid,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,MW,0.5416521778245882
2050,Solid,Landfill,Beare Rd,Biogas upgrade,Public,TJ.y,178.61030669307416
2050,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2050,Solid,Landfill,Beare Rd,Biogas capture,___,TJ.y,294.3892556897906
2050,Solid,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,MW,0.5536411012609045
2050,Solid,Landfill,Brock West,Biogas upgrade,Public,TJ.y,831.5304465300541
2050,Solid,Landfill,Brock West,Biogas capture,___,TJ.y,852.200109494276
2050,Solid,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,MW,0.5875659665267343
2050,Solid,Landfill,MI - Carleton farms,Biogas upgrade,Public,TJ.y,293.21450502614476
2050,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2050,Solid,Landfill,MI - Carleton farms,Biogas capture,___,TJ.y,529.1288549440392
2050,Solid,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,MW,0.5741782905044124
2050,Solid,Landfill,Green Lane,Biogas upgrade,Public,TJ.y,1208.6289228754642
2050,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2050,Solid,Landfill,Green Lane,Biogas capture,___,TJ.y,1257.6027367498318
2050,Solid,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,MW,0.250042446457229
2050,Solid,Landfill,Keele Valley,Biogas upgrade,Public,TJ.y,1506.2760990680085
2050,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2050,Solid,Landfill,Keele Valley,Biogas capture,___,TJ.y,1571.24347858818
2050,Solid,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,MW,0.2506478392359722
2050,Solid,Landfill,Thackeray,Biogas upgrade,Public,TJ.y,96.56837409448305
2050,Solid,Landfill,Thackeray,Biogas capture,___,TJ.y,82.46786368390713
2050,Solid,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,MW,0.5713578861482974
2050,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,4156.187918690089
2050,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.7253895231212876
2050,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,12.101187672873008
2050,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,1865.153325178301
2050,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.598659867198297
2050,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,11.87764199734619
2050,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,875.8035085632184
2050,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.48151130404809905
2050,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,11.315346576574743
2050,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
