regions,tech,growthrate_max,growthrate_max_notes
TO,COMBDGRTTNewWHWTK___ESRNGA_23,1.2,
TO,COMBDGTAWNewLIFLUT5HIGELC_23,1.2,
TO,COMBDGAFSNewSCWA___STDELC_23,1.2,
TO,COMBDGAERNewSHFUR___STDKER_23,1.2,
TO,COMBDGAERNewSHFUR___STDHFO_23,1.2,
TO,COMBDGAERNewSHFUR___STDLFO_23,1.2,
TO,COMBDGAFSNewSHFUR___STDPRO_23,1.2,
TO,COMBDGOFFNewWHWTK___HIGNGA_23,1.2,
TO,COMBDGAFSNewSHFUR___ESRPRO_23,1.2,
TO,COMBDGAERNewSHFUR___HIGHFO_23,1.2,
TO,COMBDGAERNewSHFUR___HIGLFO_23,1.2,
TO,COMBDGOFFNewWHWTK___ESRNGA_23,1.2,
TO,COMBDGTAWNewAE______STDPRO_23,1.2,
TO,COMBDGAERNewLIFLUT8STDELC_23,1.2,
TO,COMBDGWSTNewSHFUR___STDELC_23,1.2,
TO,COMBDGAFSNewSHFUR___HIGPRO_23,1.2,
TO,COMBDGAFSNewSCWA___ESRELC_23,1.2,
TO,COMBDGAFSNewSCWD___HIGELC_23,1.2,
TO,COMBDGAERNewLIFLC___STDELC_23,1.2,
TO,COMBDGAFSNewSCCE___STDELC_23,1.2,
TO,COMBDGTAWOldWHSYS___STDBWP_23,1.1,
TO,COMBDGRTTNewWHWTK___STDNGA_23,1.2,
TO,COMBDGTAWOldWHSYS___ESRPRO_23,1.1,
TO,COMBDGICIOldSHPLT1500WSTDELC_23,1.1,
TO,COMBDGOFFNewWHWTK___STDNGA_23,1.2,
TO,COMBDGAFSNewSCWA___HIGELC_23,1.2,
TO,COMBDGAFSNewSCCE___ESRELC_23,1.2,
TO,COMBDGAFSNewLIFLUT8HIGELC_23,1.2,
TO,COMBDGAEROldSHFUR___ESRNGA_23,1.1,
TO,COMBDGOTSNewLIFLUT5HIGELC_23,1.2,
TO,COMBDGICIOldWHWTK___HIGELC_23,1.1,
TO,COMBDGOTSNewWHSYS___STDKER_23,1.2,
TO,COMBDGOTSNewWHSYS___STDHFO_23,1.2,
TO,COMBDGOTSNewWHSYS___STDLFO_23,1.2,
TO,COMBDGAFSOldSHFUR___ESRNGA_23,1.1,
TO,COMBDGWSTNewWHSYS___STDBMA_23,1.2,
TO,COMBDGAFSNewSCCE___HIGELC_23,1.2,
TO,COMBDGICIOldSHPLT1000WSTDELC_23,1.1,
TO,COMBDGICIOldAE______STDPRO_23,1.1,
TO,COMBDGTAWOldWHWTK___STDELC_23,1.1,
TO,COMBDGTAWOldSHFUR___STDNGA_23,1.1,
TO,COMBDGTAWNewSHPLT1500WSTDELC_23,1.2,
TO,COMBDGEDSNewWHSTHBCKSTDNGA_23,1.2,
TO,COMBDGHLCNewWHWTK___HIGNGA_23,1.2,
TO,COMBDGICIOldSHFUR___STDELC_23,1.1,
TO,COMBDGOTSOldSHFUR___ESRNGA_23,1.1,
TO,COMBDGOTSNewSHPLT1500WSTDELC_23,1.2,
TO,COMBDGHLCNewWHWTK___ESRNGA_23,1.2,
TO,COMBDGAERNewSCWD___STDELC_23,1.2,
TO,COMBDGAFSNewWHSTHBCKSTDELC_23,1.2,
TO,COMBDGAERNewLILED___STDELC_23,1.2,
TO,COMBDGWSTNewLIFLUT8STDELC_23,1.2,
TO,COMBDGEDSNewWHSYS___ESRPRO_23,1.2,
TO,COMBDGWSTNewLIFLC___STDELC_23,1.2,
TO,COMBDGWSTNewSHPLT500WSTDELC_23,1.2,
TO,COMBDGAFSNewWHHEP___ESRELC_23,1.2,
TO,COMBDGEDSNewWHSYS___STDBWP_23,1.2,
TO,COMBDGHLCNewWHWTK___STDNGA_23,1.2,
TO,COMBDGAFSNewSHHEP___ESRELC_23,1.2,
TO,COMBDGWSTNewSHFUR___STDKER_23,1.2,
TO,COMBDGWSTNewSHFUR___STDHFO_23,1.2,
TO,COMBDGWSTNewSHFUR___STDLFO_23,1.2,
TO,COMBDGAFSNewWHHEP___STDELC_23,1.2,
TO,COMBDGAERNewSCWD___ESRELC_23,1.2,
TO,COMBDGWSTNewSHFUR___HIGHFO_23,1.2,
TO,COMBDGWSTNewSHFUR___HIGLFO_23,1.2,
TO,COMBDGAERNewLILED___HIGELC_23,1.2,
TO,COMBDGTAWNewSHPLT1000WSTDELC_23,1.2,
TO,COMBDGOTSNewSHPLT1000WSTDELC_23,1.2,
TO,COMBDGOTSNewWHWTK___HIGELC_23,1.2,
TO,COMBDGRTTNewWHSTHBCKSTDNGA_23,1.2,
TO,COMBDGAFSNewSHHEP___STDELC_23,1.2,
TO,COMBDGTAWOldWHSYS___STDKER_23,1.1,
TO,COMBDGTAWOldWHSYS___STDHFO_23,1.1,
TO,COMBDGTAWOldWHSYS___STDLFO_23,1.1,
TO,COMBDGOFFNewWHSTHBCKSTDNGA_23,1.2,
TO,COMBDGAEROldSHFUR___STDNGA_23,1.1,
TO,COMBDGTAWNewSHFUR___STDELC_23,1.2,
TO,COMBDGAFSNewLIHAL100WSTDELC_23,1.2,
TO,COMBDGOTSNewSHFUR___STDELC_23,1.2,
TO,COMBDGOTSNewAE______STDPRO_23,1.2,
TO,COMBDGICIOldWHSYS___STDBMA_23,1.1,
TO,COMBDGAEROldWHWTK___HIGNGA_23,1.1,
TO,COMBDGAEROldWHWTK___ESRNGA_23,1.1,
TO,COMBDGAFSNewWHHEP___HIGELC_23,1.2,
TO,COMBDGEDSNewWHWTK___STDELC_23,1.2,
TO,COMBDGAFSNewSHHEP___HIGELC_23,1.2,
TO,COMBDGAERNewSCWA___STDELC_23,1.2,
TO,COMBDGAFSOldSHFUR___STDNGA_23,1.1,
TO,COMBDGICIOldLIFLC___STDELC_23,1.1,
TO,COMBDGRTTNewWHSYS___ESRPRO_23,1.2,
TO,COMBDGAERNewSHFUR___STDPRO_23,1.2,
TO,COMBDGAEROldWHWTK___STDNGA_23,1.1,
TO,COMBDGTAWOldAE______STDELC_23,1.1,
TO,COMBDGAERNewSHFUR___ESRPRO_23,1.2,
TO,COMBDGOFFNewWHSYS___ESRPRO_23,1.2,
TO,COMBDGAFSNewLILED___ESRELC_23,1.2,
TO,COMBDGRTTNewWHSYS___STDBWP_23,1.2,
TO,COMBDGICIOldSHPLT500WSTDELC_23,1.1,
TO,COMBDGTAWNewLIFLUT8STDELC_23,1.2,
TO,COMBDGTAWNewWHSTHBCKSTDELC_23,1.2,
TO,COMBDGAERNewSCWA___ESRELC_23,1.2,
TO,COMBDGAERNewSCCE___STDELC_23,1.2,
TO,COMBDGAERNewSCWD___HIGELC_23,1.2,
TO,COMBDGAERNewSHFUR___HIGPRO_23,1.2,
TO,COMBDGOFFNewWHSYS___STDBWP_23,1.2,
TO,COMBDGAERNewWHSTHBCKSTDELC_23,1.2,
TO,COMBDGICIOldSHFUR___STDKER_23,1.1,
TO,COMBDGICIOldSHFUR___STDHFO_23,1.1,
TO,COMBDGICIOldSHFUR___STDLFO_23,1.1,
TO,COMBDGTAWNewLIFLC___STDELC_23,1.2,
TO,COMBDGICIOldSHFUR___HIGHFO_23,1.1,
TO,COMBDGICIOldSHFUR___HIGLFO_23,1.1,
TO,COMBDGAERNewLIFLUT8HIGELC_23,1.2,
TO,COMBDGICIOldLIFLUT8STDELC_23,1.1,
TO,COMBDGWSTNewLILED___STDELC_23,1.2,
TO,COMBDGOTSOldSHFUR___STDNGA_23,1.1,
TO,COMBDGAERNewSCCE___ESRELC_23,1.2,
TO,COMBDGAERNewSCWA___HIGELC_23,1.2,
TO,COMBDGAFSNewSHHEP___STDNGA_23,1.2,
TO,COMBDGTAWNewWHHEP___ESRELC_23,1.2,
TO,COMBDGTAWOldWHWTK___HIGELC_23,1.1,
TO,COMBDGAERNewWHHEP___ESRELC_23,1.2,
TO,COMBDGTAWNewWHHEP___STDELC_23,1.2,
TO,COMBDGOTSOldWHWTK___HIGNGA_23,1.1,
TO,COMBDGOTSOldWHWTK___ESRNGA_23,1.1,
TO,COMBDGWSTNewLILED___HIGELC_23,1.2,
TO,COMBDGWSTNewSCWD___STDELC_23,1.2,
TO,COMBDGAERNewWHHEP___STDELC_23,1.2,
TO,COMBDGEDSNewWHSYS___STDKER_23,1.2,
TO,COMBDGEDSNewWHSYS___STDHFO_23,1.2,
TO,COMBDGEDSNewWHSYS___STDLFO_23,1.2,
TO,COMBDGTAWNewSCWD___STDELC_23,1.2,
TO,COMBDGRTTNewWHWTK___STDELC_23,1.2,
TO,COMBDGOTSOldWHWTK___STDNGA_23,1.1,
TO,COMBDGWSTOldSHFUR___ESRNGA_23,1.1,
TO,COMBDGHLCNewWHSTHBCKSTDNGA_23,1.2,
TO,COMBDGOFFNewWHWTK___STDELC_23,1.2,
TO,COMBDGAERNewSCCE___HIGELC_23,1.2,
TO,COMBDGOTSNewLIFLUT8STDELC_23,1.2,
TO,COMBDGAFSOldWHWTK___HIGNGA_23,1.1,
TO,COMBDGAFSOldWHWTK___ESRNGA_23,1.1,
TO,COMBDGOTSNewLIFLC___STDELC_23,1.2,
TO,COMBDGTAWNewSHPLT500WSTDELC_23,1.2,
TO,COMBDGEDSNewLIFLUT5HIGELC_23,1.2,
TO,COMBDGOTSNewWHSYS___STDBMA_23,1.2,
TO,COMBDGICIOldSCWD___STDELC_23,1.1,
TO,COMBDGOTSNewSHPLT500WSTDELC_23,1.2,
TO,COMBDGWSTNewWHSTHBCKSTDELC_23,1.2,
TO,COMBDGAFSOldWHWTK___STDNGA_23,1.1,
TO,COMBDGTAWNewWHHEP___HIGELC_23,1.2,
TO,COMBDGWSTNewSCWD___ESRELC_23,1.2,
TO,COMBDGTAWOldLIFLUT5HIGELC_23,1.1,
TO,COMBDGTAWNewSHFUR___STDKER_23,1.2,
TO,COMBDGTAWNewSHFUR___STDHFO_23,1.2,
TO,COMBDGTAWNewSHFUR___STDLFO_23,1.2,
TO,COMBDGAERNewWHHEP___HIGELC_23,1.2,
TO,COMBDGTAWNewSCWD___ESRELC_23,1.2,
TO,COMBDGOTSNewSHFUR___STDKER_23,1.2,
TO,COMBDGOTSNewSHFUR___STDHFO_23,1.2,
TO,COMBDGOTSNewSHFUR___STDLFO_23,1.2,
TO,COMBDGTAWNewSHFUR___HIGHFO_23,1.2,
TO,COMBDGTAWNewSHFUR___HIGLFO_23,1.2,
TO,COMBDGHLCOldSHFUR___ESRNGA_23,1.1,
TO,COMBDGICIOldLILED___STDELC_23,1.1,
TO,COMBDGHLCNewWHSYS___ESRPRO_23,1.2,
TO,COMBDGOTSNewSHFUR___HIGHFO_23,1.2,
TO,COMBDGOTSNewSHFUR___HIGLFO_23,1.2,
TO,COMBDGAERNewSHHEP___ESRELC_23,1.2,
TO,COMBDGHLCNewWHSYS___STDBWP_23,1.2,
TO,COMBDGEDSNewSHPLT1500WSTDELC_23,1.2,
TO,COMBDGTAWNewLILED___STDELC_23,1.2,
TO,COMBDGAEROldWHSTHBCKSTDNGA_23,1.1,
TO,COMBDGWSTNewWHHEP___ESRELC_23,1.2,
TO,COMBDGICIOldLILED___HIGELC_23,1.1,
TO,COMBDGWSTNewLIFLUT8HIGELC_23,1.2,
TO,COMBDGICIOldSCWD___ESRELC_23,1.1,
TO,COMBDGAERNewSHHEP___STDELC_23,1.2,
TO,COMBDGRTTNewWHSYS___STDKER_23,1.2,
TO,COMBDGRTTNewWHSYS___STDHFO_23,1.2,
TO,COMBDGRTTNewWHSYS___STDLFO_23,1.2,
TO,COMBDGWSTNewWHHEP___STDELC_23,1.2,
TO,COMBDGOFFNewWHSYS___STDKER_23,1.2,
TO,COMBDGOFFNewWHSYS___STDHFO_23,1.2,
TO,COMBDGOFFNewWHSYS___STDLFO_23,1.2,
TO,COMBDGWSTNewSHFUR___STDPRO_23,1.2,
TO,COMBDGWSTNewSHFUR___ESRPRO_23,1.2,
TO,COMBDGTAWNewLILED___HIGELC_23,1.2,
TO,COMBDGWSTNewSCWA___STDELC_23,1.2,
TO,COMBDGEDSNewWHWTK___HIGELC_23,1.2,
TO,COMBDGHLCNewSHPLT1500WSTDELC_23,1.2,
TO,COMBDGTAWNewSCWA___STDELC_23,1.2,
TO,COMBDGWSTNewSHFUR___HIGPRO_23,1.2,
TO,COMBDGAFSNewLIINC100WSTDELC_23,1.2,
TO,COMBDGWSTNewSCCE___STDELC_23,1.2,
TO,COMBDGAERNewSHHEP___HIGELC_23,1.2,
TO,COMBDGWSTNewSCWA___ESRELC_23,1.2,
TO,COMBDGWSTNewSCWD___HIGELC_23,1.2,
TO,COMBDGTAWOldWHSYS___STDBMA_23,1.1,
TO,COMBDGEDSNewSHPLT1000WSTDELC_23,1.2,
TO,COMBDGWSTOldWHWTK___HIGNGA_23,1.1,
TO,COMBDGTAWNewSCCE___STDELC_23,1.2,
TO,COMBDGWSTOldWHWTK___ESRNGA_23,1.1,
TO,COMBDGAERNewLIHAL100WSTDELC_23,1.2,
TO,COMBDGTAWNewSCWA___ESRELC_23,1.2,
TO,COMBDGTAWNewSCWD___HIGELC_23,1.2,
TO,COMBDGHLCNewLIFLUT5HIGELC_23,1.2,
TO,COMBDGHLCNewWHWTK___STDELC_23,1.2,
TO,COMBDGICIOldSCWA___STDELC_23,1.1,
TO,COMBDGRTTNewLIFLUT5HIGELC_23,1.2,
TO,COMBDGWSTNewSCCE___ESRELC_23,1.2,
TO,COMBDGOTSNewLILED___STDELC_23,1.2,
TO,COMBDGRTTOldSHFUR___ESRNGA_23,1.1,
TO,COMBDGWSTNewWHHEP___HIGELC_23,1.2,
TO,COMBDGOTSOldWHSTHBCKSTDNGA_23,1.1,
TO,COMBDGWSTNewSCWA___HIGELC_23,1.2,
TO,COMBDGTAWNewSCCE___ESRELC_23,1.2,
TO,COMBDGAERNewLILED___ESRELC_23,1.2,
TO,COMBDGWSTOldWHWTK___STDNGA_23,1.1,
TO,COMBDGTAWNewSCWA___HIGELC_23,1.2,
TO,COMBDGEDSNewSHFUR___STDELC_23,1.2,
TO,COMBDGRTTNewSHPLT1500WSTDELC_23,1.2,
TO,COMBDGICIOldSCWA___ESRELC_23,1.1,
TO,COMBDGOTSNewSCWD___STDELC_23,1.2,
TO,COMBDGICIOldSCWD___HIGELC_23,1.1,
TO,COMBDGWSTOldSHFUR___STDNGA_23,1.1,
TO,COMBDGICIOldSCCE___STDELC_23,1.1,
TO,COMBDGHLCNewSHPLT1000WSTDELC_23,1.2,
TO,COMBDGAERNewSHHEP___STDNGA_23,1.2,
TO,COMBDGICIOldSHFUR___STDPRO_23,1.1,
TO,COMBDGOTSNewLILED___HIGELC_23,1.2,
TO,COMBDGAFSOldWHSTHBCKSTDNGA_23,1.1,
TO,COMBDGICIOldLIFLUT8HIGELC_23,1.1,
TO,COMBDGICIOldSHFUR___ESRPRO_23,1.1,
TO,COMBDGAEROldLIFLUT5HIGELC_23,1.1,
TO,COMBDGAEROldWHSYS___ESRPRO_23,1.1,
TO,COMBDGICIOldSCWA___HIGELC_23,1.1,
TO,COMBDGICIOldSCCE___ESRELC_23,1.1,
TO,COMBDGICIOldWHSTHBCKSTDELC_23,1.1,
TO,COMBDGICIOldSHFUR___HIGPRO_23,1.1,
TO,COMBDGWSTNewSCCE___HIGELC_23,1.2,
TO,COMBDGAEROldWHSYS___STDBWP_23,1.1,
TO,COMBDGRTTNewAE______STDPRO_23,1.2,
TO,COMBDGTAWNewLIFLUT8HIGELC_23,1.2,
TO,COMBDGRTTNewWHWTK___HIGELC_23,1.2,
TO,COMBDGTAWNewSCCE___HIGELC_23,1.2,
TO,COMBDGEDSOldSHFUR___ESRNGA_23,1.1,
TO,COMBDGHLCNewSHFUR___STDELC_23,1.2,
TO,COMBDGOFFNewWHWTK___HIGELC_23,1.2,
TO,COMBDGHLCOldSHFUR___STDNGA_23,1.1,
TO,COMBDGWSTNewSHHEP___ESRELC_23,1.2,
TO,COMBDGAFSOldLIFLUT5HIGELC_23,1.1,
TO,COMBDGOTSNewSCWD___ESRELC_23,1.2,
TO,COMBDGHLCNewWHSYS___STDKER_23,1.2,
TO,COMBDGHLCNewWHSYS___STDHFO_23,1.2,
TO,COMBDGHLCNewWHSYS___STDLFO_23,1.2,
TO,COMBDGICIOldWHHEP___ESRELC_23,1.5,
TO,COMBDGRTTNewSHPLT1000WSTDELC_23,1.2,
TO,COMBDGICIOldSCCE___HIGELC_23,1.1,
TO,COMBDGOTSOldLIFLUT5HIGELC_23,1.1,
TO,COMBDGICIOldWHHEP___STDELC_23,1.5,
TO,COMBDGWSTNewSHHEP___STDELC_23,1.2,
TO,COMBDGICIOldSHHEP___ESRELC_23,1.5,
TO,COMBDGTAWOldAE______STDPRO_23,1.1,
TO,COMBDGAEROldWHWTK___STDELC_23,1.1,
TO,COMBDGRTTNewSHFUR___STDELC_23,1.2,
TO,COMBDGICIOldSHHEP___STDELC_23,1.5,
TO,COMBDGWSTNewLIHAL100WSTDELC_23,1.2,
TO,COMBDGEDSNewWHSYS___STDBMA_23,1.2,
TO,COMBDGWSTNewSHHEP___HIGELC_23,1.2,
TO,COMBDGOTSNewLIFLUT8HIGELC_23,1.2,
TO,COMBDGOTSNewSCWA___STDELC_23,1.2,
TO,COMBDGOTSOldWHSYS___ESRPRO_23,1.1,
TO,COMBDGOTSOldWHSYS___STDBWP_23,1.1,
TO,COMBDGTAWNewSHFUR___STDPRO_23,1.2,
TO,COMBDGWSTNewLILED___ESRELC_23,1.2,
TO,COMBDGTAWNewSHFUR___ESRPRO_23,1.2,
TO,COMBDGWSTOldWHSTHBCKSTDNGA_23,1.1,
TO,COMBDGOTSNewSHFUR___STDPRO_23,1.2,
TO,COMBDGOTSNewSCCE___STDELC_23,1.2,
TO,COMBDGICIOldWHHEP___HIGELC_23,1.5,
TO,COMBDGEDSNewAE______STDPRO_23,1.2,
TO,COMBDGOTSNewSHFUR___ESRPRO_23,1.2,
TO,COMBDGEDSNewSHPLT500WSTDELC_23,1.2,
TO,COMBDGOTSNewSCWA___ESRELC_23,1.2,
TO,COMBDGTAWNewSHFUR___HIGPRO_23,1.2,
TO,COMBDGOTSNewSCWD___HIGELC_23,1.2,
TO,COMBDGOTSNewSHFUR___HIGPRO_23,1.2,
TO,COMBDGOTSNewWHSTHBCKSTDELC_23,1.2,
TO,COMBDGEDSNewLIFLUT8STDELC_23,1.2,
TO,COMBDGICIOldSHHEP___HIGELC_23,1.5,
TO,COMBDGOTSNewSCCE___ESRELC_23,1.2,
TO,COMBDGEDSNewSHFUR___STDKER_23,1.2,
TO,COMBDGEDSNewSHFUR___STDHFO_23,1.2,
TO,COMBDGEDSNewSHFUR___STDLFO_23,1.2,
TO,COMBDGAFSOldWHSYS___ESRPRO_23,1.1,
TO,COMBDGEDSNewLIFLC___STDELC_23,1.2,
TO,COMBDGAFSOldWHSYS___STDBWP_23,1.1,
TO,COMBDGOTSOldAE______STDELC_23,1.1,
TO,COMBDGRTTOldSHFUR___STDNGA_23,1.1,
TO,COMBDGEDSNewSHFUR___HIGHFO_23,1.2,
TO,COMBDGEDSNewSHFUR___HIGLFO_23,1.2,
TO,COMBDGOTSNewSCWA___HIGELC_23,1.2,
TO,COMBDGTAWOldSHPLT1500WSTDELC_23,1.1,
TO,COMBDGHLCNewWHWTK___HIGELC_23,1.2,
TO,COMBDGWSTNewSHHEP___STDNGA_23,1.2,
TO,COMBDGICIOldSHHEP___STDNGA_23,1.5,
TO,COMBDGHLCNewSHPLT500WSTDELC_23,1.2,
TO,COMBDGOTSOldWHWTK___STDELC_23,1.1,
TO,COMBDGRTTOldWHWTK___HIGNGA_23,1.1,
TO,COMBDGTAWOldLIFLC___STDELC_23,1.1,
TO,COMBDGRTTOldWHWTK___ESRNGA_23,1.1,
TO,COMBDGOTSNewWHHEP___ESRELC_23,1.2,
TO,COMBDGRTTNewWHSYS___STDBMA_23,1.2,
TO,COMBDGAFSNewSHFURLARSTDHH2_23,1.2,
TO,COMBDGHLCNewSHFUR___STDKER_23,1.2,
TO,COMBDGHLCNewSHFUR___STDHFO_23,1.2,
TO,COMBDGHLCNewSHFUR___STDLFO_23,1.2,
TO,COMBDGOTSNewSCCE___HIGELC_23,1.2,
TO,COMBDGAFSNewSHFURMEDSTDHH2_23,1.2,
TO,COMBDGAEROldWHSYS___STDKER_23,1.1,
TO,COMBDGAEROldWHSYS___STDHFO_23,1.1,
TO,COMBDGAEROldWHSYS___STDLFO_23,1.1,
TO,COMBDGAERNewLIINC100WSTDELC_23,1.2,
TO,COMBDGHLCNewSHFUR___HIGHFO_23,1.2,
TO,COMBDGHLCNewSHFUR___HIGLFO_23,1.2,
TO,COMBDGTAWOldLIFLUT8STDELC_23,1.1,
TO,COMBDGEDSOldSHFUR___STDNGA_23,1.1,
TO,COMBDGAFSNewSHFURSMASTDHH2_23,1.2,
TO,COMBDGOTSNewWHHEP___STDELC_23,1.2,
TO,COMBDGOFFNewWHSYS___STDBMA_23,1.2,
TO,COMBDGOFFNewLIFLUT5HIGELC_23,1.2,
TO,COMBDGOTSNewSHHEP___ESRELC_23,1.2,
TO,COMBDGAFSOldWHWTK___STDELC_23,1.1,
TO,COMBDGEDSOldWHWTK___HIGNGA_23,1.1,
TO,COMBDGHLCOldWHWTK___HIGNGA_23,1.1,
TO,COMBDGTAWOldSHPLT1000WSTDELC_23,1.1,
TO,COMBDGRTTOldWHWTK___STDNGA_23,1.1,
TO,COMBDGICIOldLILED___ESRELC_23,1.1,
TO,COMBDGICIOldLIHAL100WSTDELC_23,1.1,
TO,COMBDGEDSOldWHWTK___ESRNGA_23,1.1,
TO,COMBDGHLCOldWHWTK___ESRNGA_23,1.1,
TO,COMBDGTAWNewSHHEP___ESRELC_23,1.2,
TO,COMBDGTAWNewLIHAL100WSTDELC_23,1.2,
TO,COMBDGRTTNewSHPLT500WSTDELC_23,1.2,
TO,COMBDGTAWNewLILED___ESRELC_23,1.2,
TO,COMBDGAEROldAE______STDELC_23,1.1,
TO,COMBDGTAWOldSHFUR___STDELC_23,1.1,
TO,COMBDGOTSNewSHHEP___STDELC_23,1.2,
TO,COMBDGHLCNewLIFLUT8STDELC_23,1.2,
TO,COMBDGRTTNewSHFUR___STDKER_23,1.2,
TO,COMBDGRTTNewSHFUR___STDHFO_23,1.2,
TO,COMBDGRTTNewSHFUR___STDLFO_23,1.2,
TO,COMBDGHLCOldWHWTK___STDNGA_23,1.1,
TO,COMBDGEDSOldWHWTK___STDNGA_23,1.1,
TO,COMBDGTAWOldWHSTHBCKSTDELC_23,1.1,
TO,COMBDGTAWNewSHHEP___STDELC_23,1.2,
TO,COMBDGRTTNewSHFUR___HIGHFO_23,1.2,
TO,COMBDGRTTNewSHFUR___HIGLFO_23,1.2,
TO,COMBDGHLCNewLIFLC___STDELC_23,1.2,
TO,COMBDGRTTNewLIFLUT8STDELC_23,1.2,
TO,COMBDGOTSNewWHHEP___HIGELC_23,1.2,
TO,COMBDGOFFOldWHWTK___HIGNGA_23,1.1,
TO,COMBDGEDSNewLILED___STDELC_23,1.2,
TO,COMBDGWSTOldLIFLUT5HIGELC_23,1.1,
TO,COMBDGWSTOldWHSYS___STDBWP_23,1.1,
TO,COMBDGAEROldSHPLT1500WSTDELC_23,1.1,
TO,COMBDGAFSNewSHHEP___STDGEO_23,1.2,
TO,COMBDGOFFOldWHWTK___ESRNGA_23,1.1,
TO,COMBDGRTTNewLIFLC___STDELC_23,1.2,
TO,COMBDGAEROldWHWTK___HIGELC_23,1.1,
TO,COMBDGWSTOldWHSYS___ESRPRO_23,1.1,
TO,COMBDGOTSNewSHHEP___HIGELC_23,1.2,
TO,COMBDGTAWOldWHHEP___ESRELC_23,1.5,
TO,COMBDGEDSNewSCWD___STDELC_23,1.2,
TO,COMBDGOTSOldWHSYS___STDKER_23,1.1,
TO,COMBDGOTSOldWHSYS___STDHFO_23,1.1,
TO,COMBDGOTSOldWHSYS___STDLFO_23,1.1,
TO,COMBDGTAWNewSHHEP___HIGELC_23,1.2,
TO,COMBDGOFFNewSHPLT1500WSTDELC_23,1.2,
TO,COMBDGAFSNewSHHEP___ESRGEO_23,1.2,
TO,COMBDGAFSOldSHPLT1500WSTDELC_23,1.1,
TO,COMBDGTAWOldWHHEP___STDELC_23,1.5,
TO,COMBDGTAWOldLILED___STDELC_23,1.1,
TO,COMBDGEDSNewLILED___HIGELC_23,1.2,
TO,COMBDGHLCNewAE______STDPRO_23,1.2,
TO,COMBDGOFFOldWHWTK___STDNGA_23,1.1,
TO,COMBDGAFSNewSHHEP___HIGGEO_23,1.2,
TO,COMBDGAEROldLIFLC___STDELC_23,1.1,
TO,COMBDGAFSOldAE______STDELC_23,1.1,
TO,COMBDGAEROldLIFLUT8STDELC_23,1.1,
TO,COMBDGOTSNewLILED___ESRELC_23,1.2,
TO,COMBDGOTSNewLIHAL100WSTDELC_23,1.2,
TO,COMBDGHLCNewSCWD___STDELC_23,1.2,
TO,COMBDGOFFOldSHFUR___ESRNGA_23,1.1,
TO,COMBDGAEROldSHPLT1000WSTDELC_23,1.1,
TO,COMBDGHLCNewWHSYS___STDBMA_23,1.2,
TO,COMBDGAFSOldWHSYS___STDKER_23,1.1,
TO,COMBDGAFSOldWHSYS___STDHFO_23,1.1,
TO,COMBDGAFSOldWHSYS___STDLFO_23,1.1,
TO,COMBDGTAWOldLILED___HIGELC_23,1.1,
TO,COMBDGTAWOldSCWD___STDELC_23,1.1,
TO,COMBDGOTSNewSHHEP___STDNGA_23,1.2,
TO,COMBDGWSTOldAE______STDELC_23,1.1,
TO,COMBDGEDSNewSCWD___ESRELC_23,1.2,
TO,COMBDGWSTNewLIINC100WSTDELC_23,1.2,
TO,COMBDGAFSOldLIFLC___STDELC_23,1.1,
TO,COMBDGWSTOldWHWTK___STDELC_23,1.1,
TO,COMBDGOTSOldSHPLT1500WSTDELC_23,1.1,
TO,COMBDGTAWNewSHHEP___STDNGA_23,1.2,
TO,COMBDGAFSOldLIFLUT8STDELC_23,1.1,
TO,COMBDGAEROldSHFUR___STDELC_23,1.1,
TO,COMBDGRTTOldWHSTHBCKSTDNGA_23,1.1,
TO,COMBDGTAWOldWHHEP___HIGELC_23,1.5,
TO,COMBDGAFSOldSHPLT1000WSTDELC_23,1.1,
TO,COMBDGOFFNewSHPLT1000WSTDELC_23,1.2,
TO,COMBDGOTSOldWHWTK___HIGELC_23,1.1,
TO,COMBDGHLCNewLILED___STDELC_23,1.2,
TO,COMBDGHLCNewSCWD___ESRELC_23,1.2,
TO,COMBDGRTTNewSCWD___STDELC_23,1.2,
TO,COMBDGTAWOldSHPLT500WSTDELC_23,1.1,
TO,COMBDGAFSOldSHFUR___STDELC_23,1.1,
TO,COMBDGRTTNewLILED___STDELC_23,1.2,
TO,COMBDGTAWOldSCWD___ESRELC_23,1.1,
TO,COMBDGHLCOldWHSTHBCKSTDNGA_23,1.1,
TO,COMBDGEDSNewWHSTHBCKSTDELC_23,1.2,
TO,COMBDGEDSOldWHSTHBCKSTDNGA_23,1.1,
TO,COMBDGEDSNewSHFUR___STDPRO_23,1.2,
TO,COMBDGOFFNewSHFUR___STDELC_23,1.2,
TO,COMBDGEDSNewSHFUR___ESRPRO_23,1.2,
TO,COMBDGEDSNewSCWA___STDELC_23,1.2,
TO,COMBDGTAWOldSHFUR___STDKER_23,1.1,
TO,COMBDGTAWOldSHFUR___STDHFO_23,1.1,
TO,COMBDGTAWOldSHFUR___STDLFO_23,1.1,
TO,COMBDGEDSNewSHFUR___HIGPRO_23,1.2,
TO,COMBDGOTSOldSHPLT1000WSTDELC_23,1.1,
TO,COMBDGHLCNewLILED___HIGELC_23,1.2,
TO,COMBDGEDSNewLIFLUT8HIGELC_23,1.2,
TO,COMBDGAFSOldWHWTK___HIGELC_23,1.1,
TO,COMBDGEDSNewSCCE___STDELC_23,1.2,
