regions,tech,vintage,rate,tech_notes
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2024,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2025,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2026,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2027,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2028,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2029,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2030,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2031,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2032,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2033,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2034,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2035,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2036,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2037,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2038,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2039,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2040,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2041,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2042,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2043,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2044,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2045,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2046,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2047,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2048,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2049,0.12,
TO,PUBTRATHCROATRULGTPHEVGASBELCF_23,2050,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2023,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2024,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2025,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2026,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2027,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2028,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2029,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2030,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2031,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2032,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2033,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2034,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2035,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2036,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2037,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2038,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2039,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2040,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2041,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2042,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2043,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2044,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2045,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2046,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2047,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2048,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2049,0.12,
TO,PUBTRAPOLROACAR___PHEVGASBELC_23,2050,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2023,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2024,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2025,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2026,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2027,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2028,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2029,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2030,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2031,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2032,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2033,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2034,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2035,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2036,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2037,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2038,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2039,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2040,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2041,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2042,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2043,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2044,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2045,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2046,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2047,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2048,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2049,0.12,
TO,PUBTRAFLEROACAR___PHEVGASBELC_23,2050,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2023,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2024,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2025,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2026,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2027,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2028,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2029,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2030,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2031,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2032,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2033,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2034,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2035,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2036,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2037,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2038,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2039,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2040,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2041,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2042,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2043,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2044,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2045,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2046,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2047,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2048,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2049,0.12,
TO,PUBTRATHCROACAR___PHEVGASBELC_23,2050,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2025,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2026,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2027,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2028,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2029,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2030,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2031,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2032,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2033,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2034,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2035,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2036,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2037,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2038,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2039,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2040,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2041,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2042,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2043,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2044,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2045,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2046,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2047,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2048,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2049,0.12,
TO,PUBTRAPOLROATRUHETCELLHH2____25,2050,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2025,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2026,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2027,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2028,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2029,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2030,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2031,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2032,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2033,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2034,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2035,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2036,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2037,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2038,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2039,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2040,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2041,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2042,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2043,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2044,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2045,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2046,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2047,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2048,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2049,0.12,
TO,PUBTRAFLEROATRUHETCELLHH2____25,2050,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2025,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2026,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2027,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2028,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2029,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2030,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2031,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2032,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2033,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2034,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2035,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2036,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2037,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2038,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2039,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2040,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2041,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2042,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2043,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2044,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2045,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2046,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2047,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2048,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2049,0.12,
TO,PUBTRATHCROATRUHETCELLHH2____25,2050,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2023,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2024,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2025,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2026,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2027,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2028,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2029,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2030,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2031,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2032,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2033,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2034,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2035,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2036,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2037,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2038,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2039,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2040,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2041,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2042,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2043,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2044,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2045,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2046,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2047,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2048,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2049,0.12,
TO,PUBTRAFLEROATRULGTCELLHH2____23,2050,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2023,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2024,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2025,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2026,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2027,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2028,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2029,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2030,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2031,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2032,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2033,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2034,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2035,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2036,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2037,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2038,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2039,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2040,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2041,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2042,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2043,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2044,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2045,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2046,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2047,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2048,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2049,0.12,
TO,PUBTRAPOLROATRULGTCELLHH2____23,2050,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2023,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2024,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2025,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2026,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2027,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2028,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2029,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2030,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2031,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2032,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2033,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2034,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2035,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2036,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2037,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2038,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2039,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2040,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2041,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2042,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2043,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2044,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2045,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2046,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2047,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2048,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2049,0.12,
TO,PUBTRATHCROATRULGTCELLHH2____23,2050,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2023,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2024,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2025,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2026,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2027,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2028,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2029,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2030,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2031,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2032,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2033,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2034,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2035,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2036,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2037,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2038,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2039,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2040,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2041,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2042,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2043,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2044,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2045,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2046,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2047,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2048,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2049,0.12,
TO,PUBTRAFLEROATRUMETCELLHH2____23,2050,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2023,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2024,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2025,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2026,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2027,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2028,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2029,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2030,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2031,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2032,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2033,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2034,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2035,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2036,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2037,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2038,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2039,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2040,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2041,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2042,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2043,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2044,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2045,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2046,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2047,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2048,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2049,0.12,
TO,PUBTRATHCROATRUMETCELLHH2____23,2050,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2023,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2024,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2025,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2026,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2027,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2028,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2029,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2030,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2031,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2032,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2033,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2034,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2035,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2036,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2037,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2038,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2039,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2040,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2041,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2042,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2043,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2044,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2045,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2046,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2047,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2048,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2049,0.12,
TO,PUBTRAPOLROATRUMETCELLHH2____23,2050,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2023,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2024,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2025,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2026,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2027,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2028,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2029,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2030,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2031,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2032,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2033,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2034,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2035,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2036,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2037,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2038,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2039,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2040,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2041,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2042,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2043,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2044,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2045,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2046,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2047,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2048,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2049,0.12,
TO,PUBTRAPOLROACAR___CELLHH2____23,2050,0.12,
TO,PUBTRAFLEROACAR___CELLHH2____23,2023,0.12,
TO,PUBTRAFLEROACAR___CELLHH2____23,2024,0.12,
TO,PUBTRAFLEROACAR___CELLHH2____23,2025,0.12,
TO,PUBTRAFLEROACAR___CELLHH2____23,2026,0.12,
TO,PUBTRAFLEROACAR___CELLHH2____23,2027,0.12,
TO,PUBTRAFLEROACAR___CELLHH2____23,2028,0.12,
TO,PUBTRAFLEROACAR___CELLHH2____23,2029,0.12,
TO,PUBTRAFLEROACAR___CELLHH2____23,2030,0.12,
TO,PUBTRAFLEROACAR___CELLHH2____23,2031,0.12,
TO,PUBTRAFLEROACAR___CELLHH2____23,2032,0.12,
TO,PUBTRAFLEROACAR___CELLHH2____23,2033,0.12,
